email,first_name,last_name,company,phone,website,city,state,country,niche,source,notes
admin@beet.co.uk,,,BEET Language Centre,+44 1202 397721,http://www.beet.co.uk,Bournemouth,Dorset,United Kingdom,ESL Language School,english-uk-schools,
efl@belfastmet.ac.uk,,,Belfast Metropolitan College,+44 28 90265000 ext 3016,http://www.belfastmet.ac.uk,Belfast,Co Antrim,United Kingdom,ESL Language School,english-uk-schools,
london@berlitz.co.uk,,,Berlitz London,+44 (0) 203435 5520,http://www.berlitz.co.uk,London,UK,United Kingdom,ESL Language School,english-uk-schools,
mark@berlitzmanchester.co.uk,,,Berlitz Manchester,+44 161 2283607,http://www.berlitzmanchester.com,Manchester,Lancashire,United Kingdom,ESL Language School,english-uk-schools,
admin@sudybse.com,,,Birmingham School of English,0121 366 8953,http://www.studybse.com,West Midlands,,United Kingdom,ESL Language School,english-uk-schools,
info@brownleeschools.com,,,BLISS,+44 75 14806800,http://www.brownleeschools.com,Perth,Perthshire,United Kingdom,ESL Language School,english-uk-schools,
info@blsenglish.co.uk,,,BLS English,+44 1284 765511,http://www.blsenglish.co.uk,Bury St Edmunds,Suffolk,United Kingdom,ESL Language School,english-uk-schools,
ben@brightenglishschool.com,,,Bright School of English,01202290020,http://www.brightenglishschool.com,Bournemouth,Dorset,United Kingdom,ESL Language School,english-uk-schools,
info@brightonlc.co.uk,,,Brighton Language College,+44 1273 647370,http://www.brightonlc.co.uk,Brighton,Sussex,United Kingdom,ESL Language School,english-uk-schools,
info@britannia-school.com,,,Britannia English Academy,+44 161 923 4649,http://www.britannia-school.com,Manchester,Greater Manchester,United Kingdom,ESL Language School,english-uk-schools,
info@bse.ac,,,Britannia School of English,07467468787,http://www.bse.ac,Stratford,London,United Kingdom,ESL Language School,english-uk-schools,
paolag@britishlearningacademy.org,,,British Learning Academy,+44 7983200158,http://www.britishlearningacademy.org,Chichester,West Sussex,United Kingdom,ESL Language School,english-uk-schools,
admin@britishsummerschool.co.uk,,,British Summer School,+44 1444 444744,http://www.britishsummerschool.co.uk,Haywards Heath,East Sussex,United Kingdom,ESL Language School,english-uk-schools,
directors@broadstairsenglish.com,,,Broadstairs English Centre Ltd,+44 1843 661791,http://www.broadstairsenglish.com,Broadstairs,Kent,United Kingdom,ESL Language School,english-uk-schools,
summerschool@brookehouse.com,,,Brooke House College,+441858462452,https://www.brookehousecollege.co.uk/,Market Harborough,Leicestershire,United Kingdom,ESL Language School,english-uk-schools,
languagecentre@brunel.ac.uk,,,Brunel Language Centre (Brunel University),+44 1895 268089,http://www.brunel.ac.uk/international/language-centre,Uxbridge,Greater London,United Kingdom,ESL Language School,english-uk-schools,
info@bsceducation.com,,,BSC Brighton,01273 977702,https://www.bsceducation.com/,Brighton and Hove,East Sussex,United Kingdom,ESL Language School,english-uk-schools,
edinburgh@bsceducation.com,,,BSC Edinburgh,07717066972,http://www.bsceducation.com,Edinburgh,City of Edinburgh,United Kingdom,ESL Language School,english-uk-schools,
london@bsceducation.com,,,BSC London,+44 1273 977 702,https://www.bsceducation.com/destinations/london/,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
manchester@bsceducation.com,,,BSC Manchester,+44 7776661680,http://www.bsceducation.com,Manchester,Greater Manchester,United Kingdom,ESL Language School,english-uk-schools,
york@bsc-education.com,,,BSC York,01273 977702,http://www.british-study.com,York,North Yorkshire,United Kingdom,ESL Language School,english-uk-schools,
younglearners@bsceducation.com,,,BSC Young Learners,+44 1273 977702,http://www.bsceducation.com,Birkenhead,Merseyside,United Kingdom,ESL Language School,english-uk-schools,
info@bucksmore.com,,,Bucksmore Education,+44 (0)20 3334 9300,http://www.bucksmore.com,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
summerschool@buckswood.co.uk,,,Buckswood Overseas Summer School,+44 (0) 7596609400,http://www.buckswoodsummerschool.com,Guestling near Hastings,East Sussex,United Kingdom,ESL Language School,english-uk-schools,
info@burlingtonschool.co.uk,,,Burlington School of English,+44 20 77369621,http://www.burlingtonschool.co.uk,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
cae@cambridgeacademy.co.uk,,,Cambridge Academy of English Summer Courses for Young Learners,+44 1223 277230,http://www.cambridgeacademy.co.uk,Cambridge,Cambs,United Kingdom,ESL Language School,english-uk-schools,
improve.your.english@canterbury.ac.uk,,,Canterbury Christ Church University,+44 1227 767700,http://www.canterbury.ac.uk,Canterbury,Kent,United Kingdom,ESL Language School,english-uk-schools,
international@cavc.ac.uk,,,Cardiff and Vale College International,+44 29 20908004,http://www.cavc.ac.uk/international,Cardiff,Glamorgan,United Kingdom,ESL Language School,english-uk-schools,
info@castle-school.co.uk,,,Castle School of English,+44 1273 748185,http://www.castle-school.co.uk,Brighton,Brighton &amp; Hove,United Kingdom,ESL Language School,english-uk-schools,
info@cavendishschool.com,,,Cavendish School of English Ltd,+44 1202 770070,http://www.cavendishschool.com,Bournemouth,Dorset,United Kingdom,ESL Language School,english-uk-schools,
english@celt.co.uk,,,CELT - Centre For English Language Teaching,+44 29 20339290,http://www.celt.co.uk,Cardiff,Cardiff,United Kingdom,ESL Language School,english-uk-schools,
info@celticenglish.co.uk,,,Celtic English Academy,+44 29 20344805,http://www.celticenglish.co.uk,Cardiff,South Glamorgan,United Kingdom,ESL Language School,english-uk-schools,
info@centrallanguageschool.com,,,"Central Language School, Cambridge",+44 12 23502004,http://www.centrallanguageschool.com,Cambridge,Cambs,United Kingdom,ESL Language School,english-uk-schools,
edinburgh@ces-schools.com,,,"Centre of English Studies Ltd, Edinburgh",+44 0131 226 5004,http://www.ces-schools.com,Edinburgh,Lothian,United Kingdom,ESL Language School,english-uk-schools,
leeds@ces-schools.com,,,"Centre of English Studies Ltd, Leeds",+44 11 32427171,http://ces-schools.com/english-schools/leeds,Leeds,West Yorkshire,United Kingdom,ESL Language School,english-uk-schools,
oxford@ces-schools.com,,,"Centre of English Studies Ltd, Oxford",+44 1865 874786,http://www.ces-schools.com,Oxford,Oxfordshire,United Kingdom,ESL Language School,english-uk-schools,
london@ces-schools.com,,,"Centre of English Studies Ltd, Wimbledon",+44 20 85435150,http://www.ces-schools.com,Wimbledon,Greater London,United Kingdom,ESL Language School,english-uk-schools,
worthing@ces-schools.com,,,"Centre of English Studies Ltd, Worthing",+44 1903 231330,http://www.ces-schools.com,Worthing,West Sussex,United Kingdom,ESL Language School,english-uk-schools,
study@chaucercollege.co.uk,,,Chaucer College Canterbury,+44 1227 787800,https://www.chaucercollege.co.uk,Canterbury,Kent,United Kingdom,ESL Language School,english-uk-schools,
bannisters@chichester.ac.uk,,,Chichester College,+44 1243 786321,https://www.ccgstudyabroad.com,Chichester,West Sussex,United Kingdom,ESL Language School,english-uk-schools,
info@choices-international.com,,,Choices International,+44 20 86386303,http://www.choices-international.com,London,United Kingdom,United Kingdom,ESL Language School,english-uk-schools,
welcome@churchillhouse.com,,,Churchill House School of English Language,+44 1843 593630,http://www.churchillhouse.com,Ramsgate,Kent,United Kingdom,ESL Language School,english-uk-schools,
welcome@churchillhouse.co.uk,,,Churchill House School Summer Centres,+44 1843 593630,http://www.churchillhouse.co.uk,Ramsgate,Kent,United Kingdom,ESL Language School,english-uk-schools,
international@cityofglasgowcollege.ac.uk,,,City of Glasgow College,+44 141 5666222,http://www.cityofglasgowcollege.ac.uk,Glasgow,Lanarkshire,United Kingdom,ESL Language School,english-uk-schools,
enquiries@cityschooloflanguages.co.uk,,,City School of Languages,+44 1792 459615,http://www.cityschooloflanguages.co.uk,Swansea,Swansea,United Kingdom,ESL Language School,english-uk-schools,
sales@clanlanguageschools.com,,,CLAN Language Schools,+44 333 0505005,https://www.clanlanguageschools.com,Edinburgh,Edinburgh,United Kingdom,ESL Language School,english-uk-schools,
info@cie-oxford.com,,,College of International Education (CIE),+44 1865 202238,https://cie-oxford.com,Oxford,Oxon,United Kingdom,ESL Language School,english-uk-schools,
info@concorde-int.com,,,Concorde International,+44 1227 451035,http://www.concorde-int.com/,Canterbury,Kent,United Kingdom,ESL Language School,english-uk-schools,
info@cotswoldinternational.com,,,Cotswold International Language School,+44 1285 642345,https://www.cotswoldinternational.com,Cirencester,Gloucestershire,United Kingdom,ESL Language School,english-uk-schools,
dyer@didac.ch,,,Didac School,+441323417276,https://www.didac.ch,Eastbourne,Other,United Kingdom,ESL Language School,english-uk-schools,
info@discoverysummer.com,,,Discovery Summer,+44 20 79371199,https://www.discoverysummer.com,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
info@docklandsacademy.co.uk,,,Docklands Academy London,+44 207 5159695,http://www.docklandsacademy.co.uk,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
eflhammersmith@wlc.ac.uk,,,"Ealing, Hammersmith & West London College",+44 20 82316076,http://www.wlc.ac.uk/EFL,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
admin@esbm.org.uk,,,East Midlands School of Business & Management (ESBM),00441164296607,http://www.esbm.org.uk,Leicester,Leicestershire,United Kingdom,ESL Language School,english-uk-schools,
international@escg.ac.uk,,,East Sussex College Lewes and Hastings,+44 30 300 39916,http://www.escg.ac.uk/study/international,Lewes,East Sussex,United Kingdom,ESL Language School,english-uk-schools,
brighton@ecenglish.com,,,EC Brighton,+44 1273 694618,http://www.ecenglish.com/brighton,Brighton,Brighton &amp; Hove,United Kingdom,ESL Language School,english-uk-schools,
bristol@ecenglish.com,,,EC Bristol,+44 117 9388600,http://www.ecenglish.com/school-locations/learn-english-in-bristol,Bristol,Bristol,United Kingdom,ESL Language School,english-uk-schools,
cambridge@ecenglish.com,,,EC Cambridge,+44 1223 464364,http://www.ecenglish.com/Cambridge,Cambridge,Cambridgeshire,United Kingdom,ESL Language School,english-uk-schools,
london@ecenglish.com,,,EC London,+44 20 4512 9248,https://www.ecenglish.com/en/school-locations/uk/learn-english-in-london,London,England,United Kingdom,ESL Language School,english-uk-schools,
manchester@ecenglish.com,,,EC Manchester,+44 16 12331000,http://www.ecenglish.com/en/school-locations/uk/learn-english-in-manchester,Manchester,Greater Manchester,United Kingdom,ESL Language School,english-uk-schools,
info@ecsscotland.co.uk,,,ECS Scotland,+44 131 2265262,http://www.ecsscotland.co.uk,Edinburgh,Scotland,United Kingdom,ESL Language School,english-uk-schools,
international@edinburghcollege.ac.uk,,,Edinburgh College,+44 131 297 9995,http://www.edinburghcollege.ac.uk/international,Edinburgh,Midlothian,United Kingdom,ESL Language School,english-uk-schools,
info@edwards-language-school.co.uk,,,Edwards Language School,+44 20 80173309,http://www.edwards-language-school.co.uk,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
eflanguages@ef.com,,,EF Bournemouth,01202 767555,http://www.ef.com/contact/schools/united-kingdom/bournemouth/,Bournemouth,Dorset,United Kingdom,ESL Language School,english-uk-schools,
efenglishlanguage@ef.com,,,EF Brighton,+44 1273 443300,http://www.ef.co.uk,Brighton,Brighton &amp; Hove,United Kingdom,ESL Language School,english-uk-schools,
sami.musallam@ef.com,,,EF Cambridge,+44 1223 240020,http://www.ef.com,Cambridge,Cambridgeshire,United Kingdom,ESL Language School,english-uk-schools,
info@elac.co.uk,,,ELAC Study Vacations,+44 1225 443261,http://www.elac.co.uk,Bath,Bath and North East Somerset,United Kingdom,ESL Language School,english-uk-schools,
yladmissionsteam@ecenglish.com,,,Embassy Summer,+44 7471 902523,http://www.embassysummer.com,Brighton,Brighton,United Kingdom,ESL Language School,english-uk-schools,
jackie@eci.ie,,,Emerald Cultural Institute,+44 151 208 5271,http://www.eci.ie,Liverpool,Merseyside,United Kingdom,ESL Language School,english-uk-schools,
info@countryschools.co.uk,,,English Country Schools,+44 1 202 800596,http://www.countryschools.co.uk,Poole,Dorset,United Kingdom,ESL Language School,english-uk-schools,
info@englishinmargate.com,,,English in Margate,+44 1843 227700,http://www.englishinmargate.com,Margate,Kent,United Kingdom,ESL Language School,english-uk-schools,
info@englishintotnes.com,,,English in Totnes Ltd.,+44 1803 865722,http://www.englishintotnes.com,Totnes,Devon,United Kingdom,ESL Language School,english-uk-schools,
admin@english-in-york.co.uk,,,English in York,+44 1904 636771,http://www.english-in-york.co.uk,York,North Yorkshire,United Kingdom,ESL Language School,english-uk-schools,
info@englishlanguagehouse.co.uk,,,English Language House,+44 (0)7942671256,http://www.englishlanguagehouse.co.uk,Milton Keynes,Buckinghamshire,United Kingdom,ESL Language School,english-uk-schools,
info@englishpath.com,,,"English Path, Birmingham",+44 759 841 4651,http://www.englishpath.com,Birmingham,Birmingham,United Kingdom,ESL Language School,english-uk-schools,
info@englishoath.com,,,"English Path, London",+44 20 4551 3676,http://www.englishpath.com,London,London,United Kingdom,ESL Language School,english-uk-schools,
niel@esenglish.com,,,ES London,+44 2038749748,https://esenglish.com/,London,London,United Kingdom,ESL Language School,english-uk-schools,
enquiries@etc-inter.net,,,ETC International College,+44 1202 559044,http://www.etc-inter.net,Bournemouth,Dorset,United Kingdom,ESL Language School,english-uk-schools,
info@europa-school.co.uk,,,Europa School of English,01202 553145,http://www.europa-school.co.uk,Bournemouth,Dorset,United Kingdom,ESL Language School,english-uk-schools,
info@experioenglish.com,,,Experio English,+44 20 3553 5700,https://experioenglish.com,London,London,United Kingdom,ESL Language School,english-uk-schools,
info@expressenglishcollege.co.uk,,,Express English College,01612320302,http://www.expressenglishcollege.co.uk,Manchester,Lancashire,United Kingdom,ESL Language School,english-uk-schools,
admin@exsportise.co.uk,,,Exsportise Summer Schools,+44 1444 444777,http://www.exsportise.co.uk,Haywards Heath,West Sussex,United Kingdom,ESL Language School,english-uk-schools,
fclc@fettes.com,,,Fettes Centre for Language and Culture,+44 131 2975251,http://www.fclcedinburgh.com,Edinburgh,Scotland,United Kingdom,ESL Language School,english-uk-schools,
alia@findeducation.uk,,,Find Education,+44 2073702897,https://www.findeducation.uk,London,London,United Kingdom,ESL Language School,english-uk-schools,
info@flyingclassrooms.co.uk,,,Flying Classrooms School of English,+441603 619091,http://www.flyingclassrooms.co.uk,Norwich,Norfolk,United Kingdom,ESL Language School,english-uk-schools,
info@foyle.eu,,,Foyle International,+44 28 71371535,http://www.foyle.eu,Derry,Londonderry,United Kingdom,ESL Language School,english-uk-schools,
london@francesking.com,,,Frances King School of English (London),+44 20 78706533,http://www.francesking.com,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
info@glasgowschoolofenglish.com,,,Glasgow School of English,+44 141 3530033,http://www.glasgowschoolofenglish.com,Glasgow,Lanarkshire,United Kingdom,ESL Language School,english-uk-schools,
summerschool@harrowschool.org.uk,,,Harrow School Short Courses,+44 20 84264638,http://www.harrowschoolshortcourses.co.uk,Harrow on the Hill,Greater London,United Kingdom,ESL Language School,english-uk-schools,
summerschool@heathfieldschool.net,,,Heathfield Summer School,01344 894295,http://www.heathfieldsummerschool.co.uk,Ascot,Berkshire,United Kingdom,ESL Language School,english-uk-schools,
office@helloexmouth.co.uk,,,Hello! Exmouth,+441395 223942,http://www.helloexmouth.co.uk,Exmouth,Devon,United Kingdom,ESL Language School,english-uk-schools,
admin@hilliverpool.com,,,HIL Liverpool,+44 7983 282928,http://www.hilliverpool.com,Toxteth,Merseyside,United Kingdom,ESL Language School,english-uk-schools,
info@hilderstonecollege.com,,,Hilderstone College,+44 1843 869171,http://www.hilderstonecollege.com/,Broadstairs,Kent,United Kingdom,ESL Language School,english-uk-schools,
birmingham@ilcentres.com,,,ILC Birmingham,+44 121 643 5459,http://www.ilcentres.com/location/birmingham,Birmingham,West Midlands,United Kingdom,ESL Language School,english-uk-schools,
bristol@ilcentres.com,,,ILC Bristol,+44 20 4541 4022,http://www.ilcentres.com/location/bristol,Bristol,Bristol,United Kingdom,ESL Language School,english-uk-schools,
cambridge@ilcentres.com,,,ILC Cambridge,020 3794 7434,https://ilcentres.com/,Cambridge,Cambridgeshire,United Kingdom,ESL Language School,english-uk-schools,
info@ilcentres.com,,,ILC Colchester,+441206544422,http://www.ilcentres.com,Colchester,Essex,United Kingdom,ESL Language School,english-uk-schools,
portsmouth@ilcentres.com,,,ILC Portsmouth,+44 9400 4626,http://www.ilcentres.com/location/portsmouth,Portsmouth,Hampshire,United Kingdom,ESL Language School,english-uk-schools,
admin@imperial-english.co.uk,,,Imperial English UK (formerly Birmingham College),+44 121 2120888,https://studyuk.imperial-english.com/,Birmingham,West Midlands,United Kingdom,ESL Language School,english-uk-schools,
management@ingla.co.uk,,,Ingla School of English (formerly English and Skills Training),+44 20 88891208,http://www.ingla.co.uk,London,Greater London,United Kingdom,ESL Language School,english-uk-schools,
info@inlingua-cheltenham.co.uk,,,inlingua Cheltenham,+44 1242 250493,http://www.inlingua-cheltenham.co.uk,Cheltenham,Gloucestershire,United Kingdom,ESL Language School,english-uk-schools,
ics@icsenglish.com,,,International Colleagues School of English,+44 1603 624021,https://icsenglish.com,Norwich,Norfolk,United Kingdom,ESL Language School,english-uk-schools,
study@ihbelfast.com,,,International House Belfast Ltd,+44 28 90330700,http://www.ihbelfast.com,Belfast,Antrim,United Kingdom,ESL Language School,english-uk-schools,
info@ihbristol.com,,,International House Bristol,+44 117 9090911,http://www.ihbristol.com,Bristol,Bristol,United Kingdom,ESL Language School,english-uk-schools,
info@ihlondon.com,,,International House London,+44 20 76112400,http://www.ihlondon.com,Covent garden,London,United Kingdom,ESL Language School,english-uk-schools,
peter@ihmanchester.com,,,International House Manchester,+44 1452 619021,http://www.ihmanchester.com,Manchester,Greater Manchester,United Kingdom,ESL Language School,english-uk-schools,
info@ihnewcastle.com,,,International House Newcastle,+44 191 2329551,http://www.ihnewcastle.com,Newcastle upon Tyne,Tyne and Wear,United Kingdom,ESL Language School,english-uk-schools,
study@ihtorquay.uk,,,International House Torquay,+44 1803 295576,http://www.ihtorquay.uk,Torquay,Devon,United Kingdom,ESL Language School,english-uk-schools,
admin@il-centre.co.uk,,,"International Language College, Newcastle",01912455196,https://il-centre.co.uk/,Newcastle Upon Tyne,Tyne and Wear,United Kingdom,ESL Language School,english-uk-schools,
info@ipcexeter.co.uk,,,International Project Centre,07308437470,http://www.ipcexeter.co.uk,Exeter,Devon,United Kingdom,ESL Language School,english-uk-schools,
nic@intstudentclub.co.uk,,,International Student Club,+44 7947 655 094 or +44 7950 740 424,http://www.intstudentclub.co.uk,Bloxham,Oxfordshire,United Kingdom,ESL Language School,english-uk-schools,
intomanchester@intoglobal.com,,,INTO Manchester,+44 161 6311200,http://www.intohigher.com/into-manchester,Manchester,Greater Manchester,United Kingdom,ESL Language School,english-uk-schools,
learn@intuitionlang.com,,,InTuition Languages,+44 20 77394411,https://www.intuitionlang.com,Darlington,Co Durham,United Kingdom,ESL Language School,english-uk-schools,
