email,first_name,last_name,company,phone,website,city,state,country,niche,source,notes
emma@bienvenueaucanada.ca,Emma,Charlin,Emma Charlin,,https://podcast.ausha.co/bienvenue-au-canada,,,Unknown,immigration podcast host,immigration_podcast,"🚀 Vous préparez votre expatriation au Québec ou au Canada ? Bienvenue au Canada, c'est mon podcast pour transformer votre projet en réussite. 🎧🇨🇦"
podcasts60+373b72d4@anchor.fm,Karla,"Chicas, Marlise Silva, Quawntashea Bailey","Karla Chicas, Marlise Silva, Quawntashea Bailey",,https://podcasters.spotify.com/pod/show/hied503,,,Unknown,immigration podcast host,immigration_podcast,"Immigration, let's talk about it."
podcast@klaskolaw.com,Klasko,Immigration,"Klasko Immigration Law Partners, LLP",,https://www.klaskolaw.com,,,Unknown,immigration podcast host,immigration_podcast,Welcome to Statutes of Liberty: An Immigration Podcast by Klasko Immigration Law Partners. 
raratliff@bmdllc.com,Rob,Ratliff,Rob Ratliff,,https://www.theimmigrationpodcast.com,,,Unknown,immigration podcast host,immigration_podcast,Immigration law updates and stories from the courtroom featuring immigration attorneys from around the country.
info+1c52ec40-993a-5265-80e9-1bf245915b46@mg-eu.acast.com,The,Pioneer,The Pioneer,,https://www.thepioneer.de/originals/race-to-the-white-house,,,Unknown,immigration podcast host,immigration_podcast,Der Kampagnenberater und US-Spezialist Julius van de Laar und Pioneer-Podcasthost Chelsea Spieker analysieren die aktuelle Ereignisse im Weissen Haus.
prodcastproductionllc@gmail.com,Anna,Naumova,Anna Naumova,,https://annanaumova.com/,,,Unknown,immigration podcast host,immigration_podcast,"Prodcast is the channel dedicated to Product Management, Work in Technology, and Immigration in the US, hosted by Anna Naumova (ex Apple PM)."
info+65804e0f1585de00125ded2d@mg-eu.acast.com,Louisa,Wells,The Telegraph,,https://shows.acast.com/65804e0f1585de00125ded2d,,,Unknown,immigration podcast host,immigration_podcast,
podstars@omr.com,Philipp,Westermeyer - OMR,Philipp Westermeyer - OMR,,http://www.omr.com/podcast,,,Unknown,immigration podcast host,immigration_podcast,"OMR-Gründer Philipp Westermeyer trifft regelmäßig die spannendsten Menschen aus Wirtschaft, Unterhaltung, Sport oder auch Musik zum Interview, vom Unt"
paul.omahony@thelocal.com,O'Mahony,Paul,The Local,,https://www.thelocal.se/,,,Unknown,immigration podcast host,immigration_podcast,&lt;p&gt;Sweden in Focus is The Local’s weekly podcast where we discuss the big news and talking points in Sweden as well as explore and explain the i
info+68b08648b7f6022e946c6a86@mg-eu.acast.com,Jaime,Rodríguez de Santiago,Jaime Rodríguez de Santiago,,http://www.jaimerodriguezdesantiago.com,,,Unknown,immigration podcast host,immigration_podcast,
info@incnews.ca,INC,News,INC News,,https://canada-immigration-news.beehiiv.com/,,,Unknown,immigration podcast host,immigration_podcast,INC News is an Ontario based News &amp; Media corporation offering latest news/updates that affect immigrants in Canada as well as useful information 
stephen@robbinsimmigration.com,REDIRECT:,Immigration Law and Perspectives,Stephen Robbins,,http://redirectpodcast.com,,,Unknown,immigration podcast host,immigration_podcast,"REDIRECT is a weekly dive into the world of immigration law and its human consequences. Refugees and border walls, rhetoric and politics. We break it "
podcast@immigrationinvasion.com,Robert,Armstrong and Asma Din,Robert Armstrong and Asma Din,,https://podcasters.spotify.com/pod/show/omega-watts,,,Unknown,immigration podcast host,immigration_podcast,An immigration legal podcast that highlights the absurdities in running an immigration law firm. Hosted by attorneys Asma Din and Robert Armstrong
hello@ashkan.io,Ashkan,Fardost,Sista Måltiden,,https://sistamaltiden.se,,,Unknown,immigration podcast host,immigration_podcast,
info+633889adf131c60012c4a186@mg-eu.acast.com,Barbara,Dzino,Barbara Dzino,,https://immigration-stories-austria.buzzsprout.com,,,Unknown,immigration podcast host,immigration_podcast,
digitaladmin@skynews.com.au,digitaladmin@skynews.com.au,,Sky News Australia / NZ,,https://more.skynews.com.au/podcasts/outsiders-podcast/,,,Unknown,immigration podcast host,immigration_podcast,Join the Outsiders for a no-holds-barred observation on the latest in political news.
gp@koerber-stiftung.de,Körber-Stiftung,,Körber-Stiftung,,https://www.koerber-stiftung.de/koerber-history-forum,,,Unknown,immigration podcast host,immigration_podcast,"Warum Geschichte immer Gegenwart ist, besprechen wir mit unseren Gästen im History &amp; Politics Podcast."
info+60f571f3293fcd001a79ae8d@mg-eu.acast.com,GB,News,GB News,,https://shows.acast.com/farage-the-podcast,,,Unknown,immigration podcast host,immigration_podcast,
info@canadaimmigration.news,Canada,Immigration News,Ryan,,https://canadaimmigration.news/podcasts/canada-immigration-news-podcast/,,,Unknown,immigration podcast host,immigration_podcast,Canada Immigration News Podcast: Your Go-To Source for Immigration Updates
gary@gript.ie,Gript,,"John McGuirk, Sarah Ryan",,https://gript.ie/series/the-week-that-really-was/,,,Unknown,immigration podcast host,immigration_podcast,"The Week That Really Was"" offers a different and distinctive take on the events of the week of a kind that you won't find anywhere else in Ireland. It"
info+690e67e4c1ed8717c5e33514@mg-eu.acast.com,God,Ton™,Hanif Bali och Per Lindgren,,https://medlem.io/godton,,,Unknown,immigration podcast host,immigration_podcast,
sharashenidze.marica@makeimroads.com,Marica,Sharashenidze,Marica Sharashenidze // Paul Wickham Schmidt,,https://immigrationcourtside.com/,,,Unknown,immigration podcast host,immigration_podcast,"Judge (Ret.) Paul Wickham Schmidt &amp; Podcaster Marica Sharashenidze, with an “up close and personal look” at American’s most misunderstood issue."
podcasts12+cbc67ac@anchor.fm,npzlawgroup,,npzlawgroup,,https://visaserve.com/,,,Unknown,immigration podcast host,immigration_podcast,CHECKOUT VISASERVE'S REGULARLY UPDATED PODCAST LIBRARY ABOUT U.S. AND CANADIAN IMMIGRATION LAWS: 
info+6400796c94beef00110950a0@mg-eu.acast.com,forskning.no,,forskning.no,,https://soundcloud.com/user-879790183-580184625,,,Unknown,immigration podcast host,immigration_podcast,
info@watsonimmigrationlaw.com,Tahmina,Watson,Tahmina Watson,,https://watsonimmigrationlaw.com/tahminas-radio-show-2/,,,Unknown,immigration podcast host,immigration_podcast,
andyrv@gmail.com,Andy,Rodriguez,Andy Rodriguez,,http://nexuscanada.blogspot.com/,,,Unknown,immigration podcast host,immigration_podcast,How to immigrate to Canada series.
info+5ca35216-002a-445f-b28d-dc5627f8f05c@mg-eu.acast.com,Matt,Horton,Matt Horton,,https://www.statuspodcast.com/,,,Unknown,immigration podcast host,immigration_podcast,
bayediouf@gmail.com,RADIO,DEFARAL SOUGNOU BOPP:DSB,RADIO DEFARAL SOUGNOU BOPP:DSB,,http://www.radiodefaralsunubopp.com,,,Unknown,immigration podcast host,immigration_podcast,
colinlawoffices@gmail.com,Immigration.ca,,Immigration.ca,,http://www.immigration.ca/en/,,,Unknown,immigration podcast host,immigration_podcast,My Great Canada is a podcast by Immigration.ca where we interview experts and newcomers on immigration in Canada. 
podcasts60+314536d0@anchor.fm,GMI,Rocket,GMI Rocket,,http://www.gmirocket.com,,,Unknown,immigration podcast host,immigration_podcast,"The GMI Rocket podcast is hosted by me, Roman Zelichenko, an immigration lawyer-turned-immigration tech startup founder interviewing immigration techn"
jrichmciver@gmail.com,UGlobal.com,,UGlobal.com,,https://www.uglobal.com/en/immigration/podcast/,,,Unknown,immigration podcast host,immigration_podcast,"Join our podcast for in-depth discussions with leading investment immigration professionals, where we cover the latest global developments, news and b"
podcasts20+106107a0@anchor.fm,Brandon,Yeung,Brandon Yeung,,https://podcasters.spotify.com/pod/show/brandon-yeung1,,,Unknown,immigration podcast host,immigration_podcast,..
podcasts@it.ox.ac.uk,Oxford,University,Oxford University,,https://podcasts.ox.ac.uk/series/theory-and-practice-immigration-detention-workshop,,,Unknown,immigration podcast host,immigration_podcast,Podcasts from the workshop on the theory and practice of Immigration Detention Centres in both the UK and the rest of the world. This series of lectur
wethealienspod@gmail.com,Sasha,Kapustina,Sasha Kapustina,,https://www.wethealienspod.com/,,,Unknown,immigration podcast host,immigration_podcast,We The Aliens podcast hosts conversations with IMMIGRANTS from all over the world who came to the US and found their path to the American Dream. No ma
erik.prado@envoyglobal.com,Envoy,Global,Envoy Global,,https://www.envoyglobal.com/,,,Unknown,immigration podcast host,immigration_podcast,"Immigration and Mobility Decoded, a podcast presented by Envoy Global."
wmoussaoui.pro@gmail.com,Wassila,Moussaoui,Wassila Moussaoui,,https://podcast.ausha.co/bled-are-les-voix-invisibles,,,Unknown,immigration podcast host,immigration_podcast,Podcast immigration France — témoignages d'immigrés — récits de vie
josh@visto.ai,Josh,Schachnow,Josh Schachnow,,https://visto.ai/,,,Unknown,immigration podcast host,immigration_podcast,"Canadian immigration lawyer Josh Schachnow chats with other Canadian immigration professionals about the latest updates, news and key topics in Canadi"
rossneversleeps@gmail.com,Emond,Publishing,Emond Publishing,,https://emond.ca/WH-HP,,,Unknown,immigration podcast host,immigration_podcast,"From the publisher that brought you the Immigration Law Series, Emond Publishing presents Welcome Home: An Immigration Law podcast. Hosts Chantal Desl"
podcast@pier21.ca,Canadian,Museum of Immigration at Pier 21,Canadian Museum of Immigration at Pier 21,,https://podcast.pier21.ca,,,Unknown,immigration podcast host,immigration_podcast,"Countless Journeys &amp; D’innombrables Voyages are original shows created by the Canadian Museum of Immigration located at Pier 21 in Halifax, the si"
comms@ciu-sdi.ca,Customs,and Immigration Union,"Customs and Immigration Union, Syndicat des Douanes et de l'Immigration",,https://ciu-sdi.simplecast.com,,,Unknown,immigration podcast host,immigration_podcast,"Welcome to The New Union Frontier/La nouvelle frontière syndicale, a podcast designed for union members who want to stay informed, engaged, and empowe"
balado@choqfm.ca,CHOQFM,,Nathalie Salmeron et Guillaume Lorin,,https://www.choqfm.ca,,,Unknown,immigration podcast host,immigration_podcast,Tous les lundis à 8h et en rediffusion les jeudis à 12h
hello@movelaimmigration.ca,Laurence,Mouila-Vertueux,Movela Immigration Services,,https://shows.acast.com/canada-ouvre-toi,,,Unknown,immigration podcast host,immigration_podcast,
info@citedmedia.ca,National,Local Immigration Partnership Secretariat,National Local Immigration Partnership Secretariat,,https://lip.cmpstudios.ca,,,Unknown,immigration podcast host,immigration_podcast,"New Canadian Voices centres features newcomers discussing their challenges settling in Canada, while also highlighting the work of Local Immigration P"
hello@mygrate.me,Mygrate,| Simplifying Immigration Services,Mygrate | Simplifying Immigration Services,,https://www.mygrate.me,,,Unknown,immigration podcast host,immigration_podcast,"Mygrate presents the ""Beyond The Borders"" Podcast: a bold new experiment—100% AI-generated, but powered by research, insights, and stories crafted by "
info+698c60f943d0a1680b46ec83@mg-eu.acast.com,Riks,,Riks,,https://Riks.se,,,Unknown,immigration podcast host,immigration_podcast,
podcasts60+516a35dc@anchor.fm,Riham,AL BAKOUNI,Riham AL BAKOUNI,,www.bakouni-consulting.ca,,,Unknown,immigration podcast host,immigration_podcast,Talking immigration ...
podcast@thestar.ca,Canadian,Immigrant,Canadian Immigrant,,https://canadianimmigrant.ca,,,Unknown,immigration podcast host,immigration_podcast,"Inspiration, information, helpful tools, tips and resources – find all this and more in our new eight-episode Canadian Immigrant podcast series First "
amirismailcanada@gmail.com,Amir,Ismail,Amir Ismail,,https://www.amirismail.com,,,Unknown,immigration podcast host,immigration_podcast,"Welcome to Amir Ismail's Immigration Insight Podcast – your trusted source for in-depth discussions, expert advice, and the latest updates on Canadian"
astoldbycanadianimmigrants@gmail.com,Kristina,McPherson,Kristina McPherson,,https://www.astoldbycanadianimmigrants.com/about,,,Unknown,immigration podcast host,immigration_podcast,"Hear the first-hand experiences of how we got here, immigration processes &amp; our experiences living here as ""Canadians"". Our brand is all about sha"
arturo@cvcanadaimmigration.com,Arturo,Contreras,CV Canada Immigration,,http://cvcanada.libsyn.com/website,,,Unknown,immigration podcast host,immigration_podcast,"Te damos ideas de qué hacer y cómo hacer para establecer tu vida en Canadá, te contamos experiencias propias y de diferentes personas en conversacione"
newcomernation@kcic.ca,Ariane,Caissie,Ariane Caissie,,https://www.kcic.ca/newcomernation,,,Unknown,immigration podcast host,immigration_podcast,Welcome to Newcomer Nation! 
contact@careerplus.ca,Career,Plus Immigration,Career Plus Immigration,,,,,Unknown,immigration podcast host,immigration_podcast,
bffimmigration@gmail.com,Bffimmi,,Bffimmi,,www.bffimmi.com,,,Unknown,immigration podcast host,immigration_podcast,"This podcasts is about Canadian Immigration news. If you are planning to visit, study ,work or reside in Canada, this podcast is for you. To avail our"
podcasts60+4d2fd5f8@anchor.fm,Canadapass,Immigration Services,Canadapass Immigration Services,,https://canadapass.org/,,,Unknown,immigration podcast host,immigration_podcast,به پادکست سی پی تاک خوش آمدید. توی این پادکست، برنامه های مختلف مهاجرتی به کانادا را به شما شنوندگان معرفی و درباره هرکدام از این روش ها بحث و گفتگو م
podcasts60+486b383c@anchor.fm,Annie,Caron,Annie Caron,,https://podcasters.spotify.com/pod/show/annie-caron,,,Unknown,immigration podcast host,immigration_podcast,"Par Annie Caron, Catherine Malenfant, Raphaëlle Allaire et Gabriel Girard"
admin@studyclix.ie,Studyclix,,Studyclix,,https://www.studyclix.ie/,,,Unknown,immigration podcast host,immigration_podcast,
understandingtrainstation@gmail.com,Josh,and Feli,Josh and Feli,,https://podcasters.spotify.com/pod/show/understandingtrainstation,,,Unknown,immigration podcast host,immigration_podcast,"In our podcast “Understanding Train Station”, we (Josh and Feli) explore the intricacies and pitfalls of living between cultures. The title is derived"
blerner@californiaimmigration.us,Law,"Offices of Brian D. Lerner, A Professional Corporation","Law Offices of Brian D. Lerner, A Professional Corporation",,https://web.shortcast.club/home/blerner,,,Unknown,immigration podcast host,immigration_podcast,"#LIVEhighlights #TikTokLIVE #LIVE Criminal waivers play a crucial role in immigration law, offering individuals with certain criminal convictions a pa"
yaojing1129@gmail.com,Jing,,Jing,,https://jingyaoimmigration.com,,,Unknown,immigration podcast host,immigration_podcast,大家好，我是静，一名加拿大持牌移民咨询师(RCIC)。欢迎来到我的播客 - 何去何从。这档播客节目面向有意向来加拿大生活定居或对海外移民生活感兴趣的人群。我会在每期节目里介绍一个移民项目，并邀请一位一代移民分享TA通过该项目的移民经验。
feeds@soundcloud.com,Pinoy,,Jacob Sapochnick Esq.,,https://soundcloud.com/askanimmigrationlawyer,,,Unknown,immigration podcast host,immigration_podcast,"Thinking creatively about the American immigration system. In this new and exciting series of short Immigration Sounds Bites, Immigration Attorney and"
info+0931e51b-075e-4b87-881c-239fd2e8efd0@mg-eu.acast.com,So,That Happened,HuffPost Politics,,https://play.acast.com/s/sothathappened,,,Unknown,immigration podcast host,immigration_podcast,
podcasts60+5a0f0014@anchor.fm,uwasudirr,,uwasudirr,,https://podcasters.spotify.com/pod/show/uwasudirr,,,Unknown,immigration podcast host,immigration_podcast,"President Donald Trump recently announced his plans to crackdown on undocumented immigration. In his first address to Congress, the president claimed:"
podcasts60+57ca2284@anchor.fm,Philly,Immigration,Philly Immigration,,http://phillyimmigration.nunncenter.net/,,,Unknown,immigration podcast host,immigration_podcast,"In this podcast drawn from the Philadelphia Immigration oral history collection, immigrants to Philadelphia in the early 1900s and the present day sha"
podcasts60+68a00ba0@anchor.fm,Landmark,Immigration,Landmark Immigration,,https://landmarkimmigration.com/,,,Unknown,immigration podcast host,immigration_podcast,Welcome to the Landmark Immigration podcast here we upload regular podcast's about immigration and study visa. 
feeds@spreaker.com,asmat,,asmat,,https://www.spreaker.com/podcast/canadian-immigration-and-challenges--3651360,,,Unknown,immigration podcast host,immigration_podcast,Free knowledge about Canadian Immigration system and the challenges faced by immigrants
podcasts60+5d7f31c4@anchor.fm,Maude,David,Maude David,,https://podcasters.spotify.com/pod/show/maude-david,,,Unknown,immigration podcast host,immigration_podcast,explication de l'immigration en Grèce
podcasts60+3b163b3c@anchor.fm,Richmond,Opoku-Ware,Richmond Opoku-Ware,,https://podcasters.spotify.com/pod/show/richmond-opoku-ware,,,Unknown,immigration podcast host,immigration_podcast,It’s all about how immigrants have been discriminated against and the lessons we can learn from how they have been treated for the past decades. Also 
podcasts11+bb8cabc@anchor.fm,Irish,Verzosa,Irish Verzosa,,https://podcasters.spotify.com/pod/show/irish-verzosa,,,Unknown,immigration podcast host,immigration_podcast,"Ryan, Justin, Irish"
podcasts60+3724f950@anchor.fm,Safa,- 120358,Safa - 120358,,-,,,Unknown,immigration podcast host,immigration_podcast,"This podcast will cover one of the most important issues of the modern world, which is immigration."
iceandfirecharlotte@gmail.com,ice&fire,Theatre,ice&fire Theatre,,https://shows.acast.com/i-am-an-immigrant,,,Unknown,immigration podcast host,immigration_podcast,
podcasts60+4294deb8@anchor.fm,Abdellah,Lahnichi,Abdellah Lahnichi,,https://podcasters.spotify.com/pod/show/abdellah-lahnichi,,,Unknown,immigration podcast host,immigration_podcast,it's about immigration of a Moroccan family to Canda as a permanent resident.
podcasts9+6d38c44@anchor.fm,Kylie,,Kylie,,https://podcasters.spotify.com/pod/show/kylie0127,,,Unknown,immigration podcast host,immigration_podcast,Today we are talking about immigration!
podcasts11+b7ece34@anchor.fm,Briley,Weatherford,Briley Weatherford,,https://podcasters.spotify.com/pod/show/briley-weatherford,,,Unknown,immigration podcast host,immigration_podcast,This podcast details on the immigration policies of the United States and the attitudes of certain individuals toward this topic.
podcasts60+3b330334@anchor.fm,Itzel,Ochoa,Itzel Ochoa,,https://podcasters.spotify.com/pod/show/itzel-ochoa2,,,Unknown,immigration podcast host,immigration_podcast,immigration podcast
podcasts5+2c34b30@anchor.fm,Kayla,Deppen,Kayla Deppen,,https://podcasters.spotify.com/pod/show/immigration0,,,Unknown,immigration podcast host,immigration_podcast,"Aaron, Fionna, Ursa, Kayla"
podcasts11+a283520@anchor.fm,Caitlyn,Logue,Caitlyn Logue,,https://podcasters.spotify.com/pod/show/immigration11,,,Unknown,immigration podcast host,immigration_podcast,A podcast about one of the most pressing issues of today... Immigration 
podcasts60+449f00bc@anchor.fm,Ashley,Lopez,Ashley Lopez,,https://podcasters.spotify.com/pod/show/ashley-lopez320,,,Unknown,immigration podcast host,immigration_podcast,immigration
podcasts60+22a33640@anchor.fm,Gisella,,Gisella,,https://podcasters.spotify.com/pod/show/gisella95,,,Unknown,immigration podcast host,immigration_podcast,Catholic Social Teaching: Immigration
audio@sbs.com.au,SBS,Audio,SBS,,https://www.sbs.com.au/news/podcast/immigration-issues,,,Unknown,immigration podcast host,immigration_podcast,"Make sense of Australia’s migration policies, with news reports and interviews about visas, citizenship, passports and more from the SBS News team."
purplestateparadigm@gmail.com,The,Purple State Paradigm,The Purple State Paradigm,,http://PSPP.com/Ep1,,,Unknown,immigration podcast host,immigration_podcast,"For the first episode of the Purple State Paradigm our good friend and Philosophy Professor at the University of North Florida, Kyle Hodge, joins us a"
theingramimmigrationdivein@substack.com,The,Law Offices of Chris M. Ingram,The Law Offices of Chris M. Ingram,,https://theingramimmigrationdivein.substack.com/podcast,,,Unknown,immigration podcast host,immigration_podcast,
russelmorino123@gmail.com,Contemporary,Immigration and Muslims,Contemporary Immigration and Muslims,,https://podcasters.spotify.com/pod/show/russel-morino,,,Unknown,immigration podcast host,immigration_podcast,This is where I share my knowledge - currently on a break due to exams
