first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,rating,review_count,niche,source,profile_url
,,Direct U.S. Immigration,,inquiry@directusimmigration.com,(888) 853-4833,http://directusimmigration.com,directusimmigration.com,Arlington,,US,3.8,2,immigration,trustpilot,https://www.trustpilot.com/review/directusimmigration.com
,,Hudson Legal,,,,http://www.hudsonpc.com,hudsonpc.com,Chicago,,US,3.8,2,immigration,trustpilot,https://www.trustpilot.com/review/www.hudsonpc.com
,,Metroimmigration,,,,https://www.metroimmigration.com,metroimmigration.com,,,,3.8,2,immigration,trustpilot,https://www.trustpilot.com/review/www.metroimmigration.com
,,Cdrreportaustralia,,,,http://cdrreportaustralia.com,cdrreportaustralia.com,,,US,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/cdrreportaustralia.com
,,Immigrationlawyerfl,,,,http://www.immigrationlawyerfl.com,immigrationlawyerfl.com,,,,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/www.immigrationlawyerfl.com
,,Visaimmigrationadvice,,,,http://visaimmigrationadvice.com,visaimmigrationadvice.com,,,US,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/visaimmigrationadvice.com
,,Pkbimmigrationlaw,,,,http://www.pkbimmigrationlaw.com,pkbimmigrationlaw.com,,,,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/www.pkbimmigrationlaw.com
,,Visaflex,,omar@visaflex.law,(347) 837-1398,https://visaflex.law,visaflex.law,,,US,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/visaflex.law
,,Integrity Legal,,,,http://integrity-legal.com,integrity-legal.com,,,US,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/integrity-legal.com
,,Sakhialawgroup,,,,http://sakhialawgroup.com,sakhialawgroup.com,,,,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/sakhialawgroup.com
,,Costaricaimmigration,,,,http://www.costaricaimmigration.com,costaricaimmigration.com,,,,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/www.costaricaimmigration.com
,,Barbainegol Law Firm LLC,,assistant@barbainegol-law.com,(210) 737-4488,http://barbainegol-law.com,barbainegol-law.com,San Antonio,,US,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/barbainegol-law.com
,,Global Expat Offshore,,info@newborder.net,,http://newborder.net,newborder.net,Wilmington,,US,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/newborder.net
,,Azhar Law Firm,,,,http://azharlawfirm.com,azharlawfirm.com,,,,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/azharlawfirm.com
,,Solutionsinlaw,,,,http://www.solutionsinlaw.co.uk,solutionsinlaw.co.uk,,,,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/www.solutionsinlaw.co.uk
,,Garthcoates,,,,http://garthcoates.com,garthcoates.com,,,US,3.7,1,immigration,trustpilot,https://www.trustpilot.com/review/garthcoates.com
,,hackinglawpractice.com,,,,http://hackinglawpractice.com,hackinglawpractice.com,,,,3.4,2,immigration,trustpilot,https://www.trustpilot.com/review/hackinglawpractice.com
,,trademarketview.tech,,,,http://trademarketview.tech,trademarketview.tech,,,,3.2,2,immigration,trustpilot,https://www.trustpilot.com/review/trademarketview.tech
,,Iafl,,,,http://www.iafl.com,iafl.com,,,,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.iafl.com
,,Antonyanmiranda,,,,http://www.antonyanmiranda.com,antonyanmiranda.com,,,US,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.antonyanmiranda.com
,,Redpassports,,,,http://www.redpassports.eu,redpassports.eu,,,US,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.redpassports.eu
,,myimmigrationattorney.com,,,,http://myimmigrationattorney.com,myimmigrationattorney.com,,,,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/myimmigrationattorney.com
,,moonbeever.com,,,,http://www.moonbeever.com,moonbeever.com,,,,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.moonbeever.com
,,Lorenalaterra,,,,http://www.lorenalaterra.com,lorenalaterra.com,,,US,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.lorenalaterra.com
,,eb3.work,,jobs@eb3.work,(866) 337-1403,https://eb3.work/,eb3.work,New York,,US,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/eb3.work
,,Abogadoextranjeriamadrid,,,,http://www.abogadoextranjeriamadrid.org,abogadoextranjeriamadrid.org,,,,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.abogadoextranjeriamadrid.org
,,"Colombo & Hurd, PL",,,,http://www.colombohurdlaw.com,colombohurdlaw.com,,,US,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.colombohurdlaw.com
,,The Law Firm of Shihab & Associates,,,,http://www.shihabimmigrationfirm.com,shihabimmigrationfirm.com,,,,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.shihabimmigrationfirm.com
MT,UK,MT UK Solicitors,,info@mtuk.law,0203 319 3643,http://mtuk.law,mtuk.law,London,,UK,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/mtuk.law
,,Usmanbahmad,,,,http://www.usmanbahmad.com,usmanbahmad.com,,,US,3.2,1,immigration,trustpilot,https://www.trustpilot.com/review/www.usmanbahmad.com
,,Trust Group - Гражданство ЕС,,,,http://trust-group.pro,trust-group.pro,,,US,2.9,2,immigration,trustpilot,https://www.trustpilot.com/review/trust-group.pro
,,Defensora,,,,http://defensora.com,defensora.com,,,,2.9,2,immigration,trustpilot,https://www.trustpilot.com/review/defensora.com
,,Laligadefensora,,,,http://laligadefensora.com,laligadefensora.com,,,,2.9,2,immigration,trustpilot,https://www.trustpilot.com/review/laligadefensora.com
,,Dadlegal,,,,https://dadlegal.com,dadlegal.com,,,US,2.9,2,immigration,trustpilot,https://www.trustpilot.com/review/dadlegal.com
Carl,Shusterman,Law Office of Carl Shusterman,,carl@shusterman.com,(213) 623-4592,http://shusterman.com,shusterman.com,Torrance,,US,2.9,2,immigration,trustpilot,https://www.trustpilot.com/review/shusterman.com
,,COE,,,,http://www.echr.coe.int,echr.coe.int,,,,2.8,3,immigration,trustpilot,https://www.trustpilot.com/review/www.echr.coe.int
,,Simplyimmigrate,,,,https://simplyimmigrate.com,simplyimmigrate.com,,,,2.8,3,immigration,trustpilot,https://www.trustpilot.com/review/simplyimmigrate.com
,,govassistlegal.com,,support@govassistlegal.com,(888) 851-3850,https://govassistlegal.com,govassistlegal.com,Logan,,US,2.7,13,immigration,trustpilot,https://www.trustpilot.com/review/govassistlegal.com
,,clarionsolicitors.com,,,,http://clarionsolicitors.com,clarionsolicitors.com,,,,2.7,4,immigration,trustpilot,https://www.trustpilot.com/review/clarionsolicitors.com
,,Taj Solicitors,,,,https://tajsolicitors.com,tajsolicitors.com,,,,2.6,8,immigration,trustpilot,https://www.trustpilot.com/review/tajsolicitors.com
Million,Makers,Million Makers,,support@millionmakers.com,(929) 999-2153,https://www.millionmakers.com,millionmakers.com,,,US,2.6,7,immigration,trustpilot,https://www.trustpilot.com/review/millionmakers.com
,,tghabogados.com,,,,http://www.tghabogados.com,tghabogados.com,,,,2.6,6,immigration,trustpilot,https://www.trustpilot.com/review/www.tghabogados.com
,,White & Case,,,,https://whitecase.com,whitecase.com,,,,2.6,4,immigration,trustpilot,https://www.trustpilot.com/review/whitecase.com
,,panama-immigration.net,,,,http://www.panama-immigration.net,panama-immigration.net,,,,2.5,5,immigration,trustpilot,https://www.trustpilot.com/review/www.panama-immigration.net
,,BALCELLS Group,,,,https://balcellsgroup.com,balcellsgroup.com,,,,2.4,35,immigration,trustpilot,https://www.trustpilot.com/review/balcellsgroup.com
,,Abroad Pathway Immigration Consultant,,,,https://www.abroadpathway.com,abroadpathway.com,,,,2.4,10,immigration,trustpilot,https://www.trustpilot.com/review/www.abroadpathway.com
,,FileRight.com,,,,https://www.fileright.com,fileright.com,Henderson,,US,2.3,9,immigration,trustpilot,https://www.trustpilot.com/review/www.fileright.com
,,Immigrationservicesgroup,,support@immigrationservicesgroup.org,(888) 203-6188,https://immigrationservicesgroup.org,immigrationservicesgroup.org,Garden City,,US,2.1,11,immigration,trustpilot,https://www.trustpilot.com/review/immigrationservicesgroup.org
,,I Immigrate,,,,https://i-immigrate.org,i-immigrate.org,,,,2,24,immigration,trustpilot,https://www.trustpilot.com/review/i-immigrate.org
,,Red Passport,,,,https://red-passport.com,red-passport.com,,,,1.6,37,immigration,trustpilot,https://www.trustpilot.com/review/red-passport.com
Florida,Center,"Florida Immigration Law Center, P.A.",,info@flimmigrationlaw.com,(941) 467-1696,http://flimmigrationlaw.com,flimmigrationlaw.com,Port Charlotte,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/flimmigrationlaw.com
,,Gitex Inc.,,chief@gitex.us,(845) 521-7888,https://www.gitex.us,gitex.us,Sheridan,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/gitex.us
,,Scarborough Law,,,,http://scarboroughlaw.com,scarboroughlaw.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/scarboroughlaw.com
Jennifer,Alonso,Law Office of Jennifer Alonso,,info@lojalaw.com,(410) 290-0888,http://lawofficejma.com/en,lawofficejma.com,Ellicott City,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/lawofficejma.com/en
,,Vasiliou Law,,kally@svlawpartners.com,(347) 967-6141,https://www.svlawpartners.com,svlawpartners.com,Astoria,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/svlawpartners.com
,,Cyberfraudassistance,,,,https://cyberfraudassistance.com,cyberfraudassistance.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/cyberfraudassistance.com
,,Salam & Co,,,,https://salamimmigration.co.uk,salamimmigration.co.uk,Manchester,,UK,,,immigration,trustpilot,https://www.trustpilot.com/review/salamimmigration.co.uk
,,ImmigraTrust Law - دفتر حقوقی مهاجرت آمریکا,,info@ImmigraTrust.com,(949) 424-2045,http://immigratrust.com,immigratrust.com,Irvine,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/immigratrust.com
,,Ashtonrosslaw,,,,http://www.ashtonrosslaw.com,ashtonrosslaw.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/www.ashtonrosslaw.com
,,Garcia-French Law ,,mercedes@garciafrenchlaw.com,(213) 414-8039,http://garciafrenchlaw.com,garciafrenchlaw.com,Miami,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/garciafrenchlaw.com
,,Canadianimmigrationservices,,,,http://canadianimmigrationservices.org,canadianimmigrationservices.org,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/canadianimmigrationservices.org
,,atimmigrationlaw.com,,,,http://atimmigrationlaw.com,atimmigrationlaw.com,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/atimmigrationlaw.com
,,Holmes & Ramos Immigration Attorneys,,,,http://www.kvisas.com,kvisas.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/www.kvisas.com
,,lawfirm4immigrants.com,,,,http://lawfirm4immigrants.com,lawfirm4immigrants.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/lawfirm4immigrants.com
,,getkeel.com,,,,http://getkeel.com,getkeel.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/getkeel.com
Hitch,Defense,Hitch Defense Attorneys,,info@hitchdefense.com,(502) 628-4270,http://hitchdefense.com,hitchdefense.com,Louisville,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/hitchdefense.com
Wilson,Nesbitt,Wilson Nesbitt Solicitors,,,,http://www.wilson-nesbitt.com,wilson-nesbitt.com,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/www.wilson-nesbitt.com
,,Keystonelaw,,,,http://www.keystonelaw.com,keystonelaw.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/www.keystonelaw.com
,,Kingsleykingsley,,,,http://kingsleykingsley.com,kingsleykingsley.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/kingsleykingsley.com
,,Visa2us,,,,http://visa2us.com,visa2us.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/visa2us.com
Asl,Lawfirm,Asl Lawfirm,,,,http://asl-lawfirm.com,asl-lawfirm.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/asl-lawfirm.com
,,Luqman Law,,info@luqmanlaw.com,(301) 900-8680,http://luqmanlaw.com,luqmanlaw.com,Frederick,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/luqmanlaw.com
,,Lightmanimmigration,,,,http://www.lightmanimmigration.com,lightmanimmigration.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/www.lightmanimmigration.com
,,Chodorow Law Offices,,,,http://lawandborder.com,lawandborder.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/lawandborder.com
,,"M.C. Law Group, LLC",,,,http://uslegalvisa.com,uslegalvisa.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/uslegalvisa.com
,,Novo Legal Group,,info@novo-legal.com,(303) 335-0250,http://novo-legal.com,novo-legal.com,Denver,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/novo-legal.com
,,Kinzer & Musikar,,michael@kinzerlaw.com,(631) 321-4444,https://www.kinzerlaw.com,kinzerlaw.com,Deer Park,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/kinzerlaw.com
,,Open Law Group,,,,http://openlawgroup.com,openlawgroup.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/openlawgroup.com
,,Emfirm,,,,https://emfirm.com,emfirm.com,Portland,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/emfirm.com
,,Malescu Law | Business & Immigration ,,info@malesculaw.com,(786) 410-6841,http://malesculaw.com,malesculaw.com,Miami,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/malesculaw.com
,,Luxa law,,info@luxalaw.com,(929) 277-1465,http://luxalaw.com,luxalaw.com,New York,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/luxalaw.com
,,Filamlawfirm,,info@filamlawfirm.com,(941) 263-8130,http://filamlawfirm.com,filamlawfirm.com,Port Charlotte,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/filamlawfirm.com
,,Robinson Immigration Law,,contact@robinsonimmigration.com,,https://robinsonimmigration.com,robinsonimmigration.com,Nashville,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/robinsonimmigration.com
,,Brownellisassociates,,Admin@BrownEllisAssociates.com ,(929) 220-1218,https://brownellisassociates.com,brownellisassociates.com,Brooklyn ,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/brownellisassociates.com
,,Litwin & Associates,,,,http://www.litwinlaw.com,litwinlaw.com,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/www.litwinlaw.com
,,Bright Immigration,,,,http://www.brightimmigration.com,brightimmigration.com,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/www.brightimmigration.com
,,"Scott D. Pollock & Associates, P.C.",,,,http://lawfirm1.com,lawfirm1.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/lawfirm1.com
,,mayvisalaw.com,,,,http://www.mayvisalaw.com,mayvisalaw.com,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/www.mayvisalaw.com
,,migrateto-canada.com,,,,http://migrateto-canada.com,migrateto-canada.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/migrateto-canada.com
Movapro,Translations,Movapro Translations,,,,http://movaprotranslations.com,movaprotranslations.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/movaprotranslations.com
,,Summitlawusa,,,,http://summitlawusa.com,summitlawusa.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/summitlawusa.com
,,Jarrett & Price,,,,http://jarrettfirm.com,jarrettfirm.com,Savannah,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/jarrettfirm.com
,,Gunderson Immigration Law,,contact@gundersonlawgroup.com,(480) 750-7338,https://gundersonimmigrationlaw.com/,gundersonimmigrationlaw.com,Tempe,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/gundersonimmigrationlaw.com
,,MWE,,,,http://mwe.com,mwe.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/mwe.com
,,Bridger Law Group,,info@BridgerLaw.com,(404) 482-3330,http://bridgerlaw.com,bridgerlaw.com,Peachtree Corners,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/bridgerlaw.com
,,Hoppock Law Firm,,matthew@hoppocklawfirm.com,(913) 267-5511,http://hoppocklawfirm.com,hoppocklawfirm.com,Shawnee,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/hoppocklawfirm.com
,,Grape Law Firm PLLC,,info@grapelaw.com,(212) 433-8383,http://grapelaw.com,grapelaw.com,"New York, NY",,US,,,immigration,trustpilot,https://www.trustpilot.com/review/grapelaw.com
David,Breston,The Law Office of David A. Breston,,,(713) 224-4040,http://houston-criminalattorney.com,houston-criminalattorney.com,Houston,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/houston-criminalattorney.com
,,zakon.lviv.ua,,,,http://zakon.lviv.ua,zakon.lviv.ua,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/zakon.lviv.ua
,,Roadtostatus,,,,http://roadtostatus.com,roadtostatus.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/roadtostatus.com
,,vortexlegal.com,,,,http://vortexlegal.com,vortexlegal.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/vortexlegal.com
,,Lawlogix,,,,http://lawlogix.com,lawlogix.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/lawlogix.com
,,Immigroup,,,,http://immigroup.com,immigroup.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/immigroup.com
,,immigrationlawyerslosangeles.com,,,,http://immigrationlawyerslosangeles.com,immigrationlawyerslosangeles.com,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/immigrationlawyerslosangeles.com
,,loigica.com,,,,http://www.loigica.com,loigica.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/www.loigica.com
,,Law Offices of Shilpa Malik - SGM LAW GROUP,,,,http://www.immi-usa.com,immi-usa.com,,,,,,immigration,trustpilot,https://www.trustpilot.com/review/www.immi-usa.com
Atonya,McClain,"Law Offices of Atonya McClain, PLLC",,atonyamcclainlaw@gmail.com,(713) 568-6910,http://atonyamcclainlaw.com,atonyamcclainlaw.com,Katy,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/atonyamcclainlaw.com
,,Maniatis Law PLLC,,matt@maniatislawoffice.com,(615) 366-1211,http://maniatislawoffice.com,maniatislawoffice.com,Nashville,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/maniatislawoffice.com
,,Law Offices of Dizengoff and Yost,,,(267) 223-5862,http://hunteryostlaw.com,hunteryostlaw.com,Philadelphia,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/hunteryostlaw.com
,,OnlineVisas,,information@velielaw.com,(405) 310-4333,https://onlinevisas.com,onlinevisas.com,Norman,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/onlinevisas.com
,,Alston & Bird,,,,http://alston.com,alston.com,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/alston.com
,,Garfinkel Immigration Law,,,,http://garfinkel-law.com,garfinkel-law.com,Bethesda,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/garfinkel-law.com
,,Zafar Khan Law LLC,,legal@zafklaw.com,(617) 329-1236,http://zafklaw.com,zafklaw.com,Waltham,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/zafklaw.com
,,Tu Brujula Legal PC,,,,https://www.tubrujulalegal.net,tubrujulalegal.net,,,US,,,immigration,trustpilot,https://www.trustpilot.com/review/www.tubrujulalegal.net
,,Bordr,,support@bordr.com,,https://bordr.com,bordr.com,,,US,4.9,2175,immigration,trustpilot,https://www.trustpilot.com/review/bordr.com
,,Track My Visa Now,,support@trackmyvisanow.com,,https://trackmyvisanow.com,trackmyvisanow.com,,,US,4.9,535,immigration,trustpilot,https://www.trustpilot.com/review/trackmyvisanow.com
