first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,rating,attorneys
,,Clark Wilson LLP,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/clark-wilson-llp-1300640-f/,4.2,
,,Tom Chau Trong Do Law Corporation,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/tom-chau-trong-do-law-corporation-3914831-f/,5.0,
,,Hammerco Lawyers LLP,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/hammerco-lawyers-llp-1297731-f/,,
,,Lowe & Company,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/lowe-and-company-1299703-f/,,
,,Suleman & Co.,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/suleman-and-co-3399874-f/,,
,,Martin & Associates,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/martin-and-associates-1301019-f/,,
,,Dentons Canada LLP,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/dentons-canada-llp-1302347-f/,3.9,
,,Edward M. W. Ng,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/edward-m-w-ng-3954056-f/,,
,,Rosenbloom Aldridge Bartley & Rosling,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/rosenbloom-aldridge-bartley-and-rosling-1301655-f/,,
,,My Visa Source Law MDP,Immigration Law Firm,,,https://www.myvisasource.com/vancouver-office/,myvisasource.com,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/my-visa-source-law-mdp-300020221-f/,,
,,Emma Andrews Law Firm,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/emma-andrews-law-firm-3589321-f/,,
,,McKitrick Gemmill McLeod,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/mckitrick-gemmill-mcleod-1302887-f/,,
,,Fraser and Company,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/fraser-and-company-1300810-f/,,
,,"Mitelut International, Immigration and Business Law",Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/mitelut-international-immigration-and-business-law-4975886-f/,,
,,William Macintosh Immigration Lawyer,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/william-macintosh-immigration-lawyer-1299330-f/,1.0,
,,Naomi Minwalla,Immigration Law Firm,,,,,Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/naomi-minwalla-3992753-f/,,
,,Dwyer Tax Law,Immigration Law Firm,,,http://www.dwyertaxlaw.com,dwyertaxlaw.com,Victoria,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/victoria/british-columbia/dwyer-tax-law-2171468-f/,,
,,Velletta & Company,Immigration Law Firm,,,,,Victoria,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/victoria/british-columbia/velletta-and-company-4036085-f/,,
,,Jones Emery Hargreaves Swan,Immigration Law Firm,,,,,Victoria,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/victoria/british-columbia/jones-emery-hargreaves-swan-1305402-f/,1.0,
,,Henderson & Lee Law Corporation,Immigration Law Firm,,,,,Burnaby,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/burnaby/british-columbia/henderson-and-lee-law-corporation-157023643-f/,1.0,
,,George Lee Law Office,Immigration Law Firm,,,,,Burnaby,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/burnaby/british-columbia/george-lee-law-office-157616385-f/,,
,,Filkow Law,Immigration Law Firm,,,,,Kelowna,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kelowna/british-columbia/filkow-law-169077386-f/,5.0,
,,MacLean Law,Immigration Law Firm,,,,,Kelowna,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kelowna/british-columbia/maclean-law-168549220-f/,4.1,
,,Doak Shirreff,Immigration Law Firm,,,,,Kelowna,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kelowna/british-columbia/doak-shirreff-1296299-f/,,
,,Pushor Mitchell,Immigration Law Firm,,,,,Kelowna,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kelowna/british-columbia/pushor-mitchell-1296220-f/,1.0,
,,"Merrill, Long & Company",Immigration Law Firm,,,,,Nanaimo,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/nanaimo/british-columbia/merrill-long-and-company-1296562-f/,,
,,Law Offices of Matthew J. Van Den Hooven,Immigration Law Firm,,,,,Nanaimo,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/nanaimo/british-columbia/law-offices-of-matthew-j-van-den-hooven-300033287-f/,,
,,Hwang & Company,Immigration Law Firm,,,,,New Westminster,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/new-westminster/british-columbia/hwang-and-company-2853574-f/,,
,,Kinman Mulholland Barristers & Solicitors,Immigration Law Firm,,,,,New Westminster,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/new-westminster/british-columbia/kinman-mulholland-barristers-and-solicitors-158738627-f/,,
,,Haddock & Company,Immigration Law Firm,,,,,North Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/north-vancouver/british-columbia/haddock-and-company-4420870-f/,,
,,Echelon Law Corporation,Immigration Law Firm,,,,,North Vancouver,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/north-vancouver/british-columbia/echelon-law-corporation-45175793-f/,,
,,Filkow Law,Immigration Law Firm,,,,,Surrey,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/surrey/british-columbia/filkow-law-159295401-f/,5.0,
,,Sanghera Virk Sanghera,Immigration Law Firm,,,,,Surrey,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/surrey/british-columbia/sanghera-virk-sanghera-4032973-f/,,
,,Sedai Immigration Law Corporation,Immigration Law Firm,,,,,Surrey,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/surrey/british-columbia/sedai-immigration-law-corporation-36206862-f/,5.0,
,,D. Gosal & Associates Law Corporation,Immigration Law Firm,,,,,Surrey,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/surrey/british-columbia/d-gosal-and-associates-law-corporation-4193814-f/,,
,,MacLean Law Group,Immigration Law Firm,,,,,Surrey,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/surrey/british-columbia/maclean-law-group-157023753-f/,4.1,
,,"Elgin, Cannon & Associates",Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/elgin-cannon-and-associates-4036887-f/,,
,,Harris & Company,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/harris-and-company-1300577-f/,,
,,Filkow Law,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/richmond/british-columbia/filkow-law-4129618-f/,5.0,
,,Dorsey & Whitney LLP,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/dorsey-and-whitney-llp-1302135-f/,4.6,
,,Jay I. Solomon Law Corporation,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/jay-i-solomon-law-corporation-5011879-f/,,
,,Varty & Company,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/varty-and-company-1304285-f/,,
,,Fasken Martineau DuMoulin LLP,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/fasken-martineau-dumoulin-llp-1303429-f/,2.7,
,,Boughton Law Corporation,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/boughton-law-corporation-1300092-f/,,
,,Norton Rose Fulbright Canada LLP,Immigration Law Firm,,,,,Vancouver Co.,CA-BC,CA,immigration,lawyers_com,https://www.lawyers.com/canada/vancouver/british-columbia/norton-rose-fulbright-canada-llp-1300300-f/,4.3,
,,Karas Immigration Law Professional Corporation,Immigration Law Firm,,,http://www.karas.ca,karas.ca,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/karas-immigration-law-professional-corporation-4303982-f/,4.9,
,,Shibley Righton LLP,Immigration Law Firm,,,http://www.shibleyrighton.com,shibleyrighton.com,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/shibley-righton-llp-1335653-f/,2.9,
,,PwC Law LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/pwc-law-llp-158048033-f/,,
,,Neuberger and Partners LLP,Immigration Law Firm,,,http://www.nrlawyers.com,nrlawyers.com,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/neuberger-and-partners-llp-43433594-f/,4.1,
,,Sultan Lawyers Professional Corporation,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/sultan-lawyers-professional-corporation-300004987-f/,,
,,Kreindler Law,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/kreindler-law-41807597-f/,,
,,Stikeman Elliott LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/stikeman-elliott-llp-1336424-f/,4.5,
,,"Caruso, Guberman, Appleby",Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/caruso-guberman-appleby-300022879-f/,,
,,McCarthy Tétrault LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/mccarthy-tetrault-llp-1333090-f/,4.7,
,,Ivan Steele Law Office,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/ivan-steele-law-office-46669566-f/,4.9,
,,Fasken Martineau DuMoulin LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/fasken-martineau-dumoulin-llp-1329989-f/,2.7,
,,Jordan Battista LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/jordan-battista-llp-4047933-f/,,
,,"Green and Spiegel, Barristers and Solicitors",Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/green-and-spiegel-barristers-and-solicitors-45002561-f/,,
,,Basman Smith LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/basman-smith-llp-1327483-f/,,
,,Sikand Immigration Law,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/sikand-immigration-law-4341085-f/,,
,,David Kolinsky,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/david-kolinsky-4016822-f/,,
,,"Bart & Associates, Barristers and Solicitors",Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/bart-and-associates-barristers-and-solicitors-3363870-f/,,
,,Drukarsh Law,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/drukarsh-law-4004327-f/,,
,,Costa Law Firm,Immigration Law Firm,,,https://www.costalawfirm.ca,costalawfirm.ca,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/costa-law-firm-157895559-f/,,
,,Dickinson Wright PLLC,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/dickinson-wright-pllc-33959925-f/,4.0,
,,Moyal & Moyal,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/moyal-and-moyal-4012876-f/,,
,,Rosenblatt Associates,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/rosenblatt-associates-2676890-f/,,
,,Cozen O'Connor LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/cozen-oconnor-llp-1330451-f/,3.9,
,,Law Office of M. Steven Beiles,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/law-office-of-m-steven-beiles-3968627-f/,,
,,Michael Schelew Immigration Law Firm,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/michael-schelew-immigration-law-firm-159314101-f/,,
,,Lani Gozlan Barrister & Solicitor,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/lani-gozlan-barrister-and-solicitor-25411782-f/,,
,,Norton Rose Fulbright Canada LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/norton-rose-fulbright-canada-llp-157713985-f/,4.3,
,,"Barclay Damon, LLP",Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/barclay-damon-llp-15155804-f/,4.2,
,,Kerr & Associates,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/kerr-and-associates-1324657-f/,,
,,My Visa Source Law MDP,Immigration Law Firm,,,https://www.myvisasource.com/toronto-office/,myvisasource.com,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/my-visa-source-law-mdp-300020219-f/,,
,,Borden Ladner Gervais LLP,Immigration Law Firm,,,http://www.blg.com,blg.com,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/borden-ladner-gervais-llp-1328391-f/,4.3,
,,Blaney McMurtry LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/blaney-mcmurtry-llp-1328155-f/,4.2,
,,Harvey Naiman Barrister & Solicitor,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/harvey-naiman-barrister-and-solicitor-159097931-f/,,
,,Thomas W. Ward,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/thomas-w-ward-1328247-f/,,
,,Law Office of Geary B. Shorser,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/law-office-of-geary-b-shorser-3995094-f/,,
,,Miller Thomson LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/miller-thomson-llp-1333979-f/,4.7,
,,Law Office of Mbong Elvira Akinyemi,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/law-office-of-mbong-elvira-akinyemi-158500725-f/,5.0,
,,Abrams & Krochak Professional Corporation,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/abrams-and-krochak-professional-corporation-3999800-f/,,
,,Henryson Nwakobi Law Office,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/henryson-nwakobi-law-office-24599750-f/,,
,,Kranc and Associates,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/kranc-and-associates-4003167-f/,5.0,
,,Baldwin Anka Sennecke Halman LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/baldwin-anka-sennecke-halman-llp-1337802-f/,,
,,"Fogler, Rubinoff LLP",Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/fogler-rubinoff-llp-1335773-f/,1.6,
,,Egan LLP Business Immigration Lawyers,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/egan-llp-business-immigration-lawyers-3092762-f/,4.3,
,,Wen Wu Law Office,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/wen-wu-law-office-2657449-f/,,
,,Ebrahimzadeh Law,Immigration Law Firm,,,http://www.ebrahimzadehlaw.com,ebrahimzadehlaw.com,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/ebrahimzadeh-law-4247128-f/,,
,,Dentons Canada LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/dentons-canada-llp-1330553-f/,3.9,
,,Rochon Genova,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/rochon-genova-4048971-f/,,
,,Hooey • Remus,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/hooey-remus-1332333-f/,,
,,JPAK Employment Lawyers,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/jpak-employment-lawyers-300033463-f/,,
,,Guberman Garson Immigration Lawyers,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/guberman-garson-immigration-lawyers-3484803-f/,1.3,
,,Hodgson Russ LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/hodgson-russ-llp-1339032-f/,4.1,
,,Heydary Hamilton PC,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/heydary-hamilton-pc-2700071-f/,,
,,Robert I. Blanshay,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/robert-i-blanshay-3999784-f/,,
,,Duarte Spiel LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/duarte-spiel-llp-3995152-f/,,
,,MacDonald Porter Drees,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/macdonald-porter-drees-1335248-f/,,
,,Martinello & Associates,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/martinello-and-associates-1335509-f/,,
,,Janice Warren Barrister & Solicitor,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/janice-warren-barrister-and-solicitor-3951320-f/,,
,,Chang & Boos,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/chang-and-boos-3461085-f/,,
,,Law Offices of George J. Kubes,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/law-offices-of-george-j-kubes-3992750-f/,,
,,"Devry, Smith & Frank, L.L.P.",Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/devry-smith-and-frank-l-l-p-1333442-f/,3.5,
,,Singleton Reynolds Urquhart Vogel LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/singleton-reynolds-urquhart-vogel-llp-300005575-f/,1.0,
,,ClearWay Law,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/clearway-law-300010571-f/,,
,,Thomas J. Kelsey,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/thomas-j-kelsey-1325084-f/,,
,,Weirfoulds LLP,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/weirfoulds-llp-1337550-f/,,
,,Juzkiw Law,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/juzkiw-law-300021437-f/,,
,,Rekai Frankel LLP Business Immigration Lawyers,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/rekai-frankel-llp-business-immigration-lawyers-1325213-f/,,
,,Law Office of Milan Tomasevic,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/law-office-of-milan-tomasevic-4055515-f/,,
,,McIver & McIver,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/mciver-and-mciver-1333496-f/,2.3,
,,Copeland Duncan Barristers And Solicitors,Immigration Law Firm,,,,,Toronto,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/copeland-duncan-barristers-and-solicitors-1329433-f/,,
