first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source
,,Andrews Estate Agents,,,020 3869 5910,,,Balham,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3835 6325,,,Kingsbury,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3856 3994,,,Mitcham,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3872 3678,,,Morden,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents - New Homes,,,020 4572 8924,,,South East,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3866 6724,,,North Cheam,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3873 1115,,,Southfields,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3835 2568,,,Streatham,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3905 1554,,,Sutton,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3869 5104,,,Wallington,Greater London,UK,estate agent,rightmove
,,Andrews Estate Agents,,,020 3889 1354,,,Worcester Park,Surrey,UK,estate agent,rightmove
,,Andrews Letting and Management,,,020 3910 4601,,,Balham,Greater London,UK,estate agent,rightmove
,,Andrews Letting and Management,,,020 3870 7033,,,Kingsbury,Greater London,UK,estate agent,rightmove
,,Andrews Letting and Management,,,020 3866 4252,,,Morden,Greater London,UK,estate agent,rightmove
,,Andrews Letting and Management,,,01225 985781,,,Southfields,Greater London,UK,estate agent,rightmove
,,Andrews Letting and Management,,,020 3872 6488,,,Streatham,Greater London,UK,estate agent,rightmove
,,Andrews Letting and Management,,,020 3909 7824,,,Sutton,Greater London,UK,estate agent,rightmove
,,Andrews Letting and Management,,,020 8629 1530,,,Wallington,Greater London,UK,estate agent,rightmove
,,Anthem Lettings,,,020 4630 7018,,,London,Greater London,UK,estate agent,rightmove
,,Anthony Charles,,,020 3907 8621,,,Southgate,Greater London,UK,estate agent,rightmove
,,Anthony James Manser,,,020 3870 5041,,,Isleworth,Greater London,UK,estate agent,rightmove
,,Anthony Pepe Estate Agents,,,020 3805 4745,,,Crouch End,Greater London,UK,estate agent,rightmove
,,Anthony Pepe Estate Agents,,,020 8129 6052,,,Enfield,Hertfordshire,UK,estate agent,rightmove
,,Anthony Pepe Estate Agents,,,020 3889 9007,,,Harringay,Greater London,UK,estate agent,rightmove
,,Anthony Pepe Estate Agents,,,020 3897 2950,,,Palmers Green,Greater London,UK,estate agent,rightmove
,,Anthony Webb Estate Agents,,,020 3869 5421,,,Palmers Green,Greater London,UK,estate agent,rightmove
,,Anton Page LLP,,,020 3834 7970,,,Commercial,Greater London,UK,estate agent,rightmove
,,Antony Roberts,,,020 3906 2176,,,East Sheen,Greater London,UK,estate agent,rightmove
,,Antony Roberts,,,020 8940 9402,,,Kew - Lettings,Greater London,UK,estate agent,rightmove
,,Antony Roberts,,,020 8059 4090,,,Kew -  Sales,Greater London,UK,estate agent,rightmove
,,Antony Roberts,,,020 8940 9403,,,Richmond - Lettings,Greater London,UK,estate agent,rightmove
,,Antony Roberts,,,020 8129 6027,,,Richmond - Sales,Greater London,UK,estate agent,rightmove
,,Antony Roberts,,,020 3889 9112,,,St Margarets - Lettings,Greater London,UK,estate agent,rightmove
,,Antony Roberts,,,020 3907 8625,,,St Margarets - Sales,Greater London,UK,estate agent,rightmove
,,AP Living London,,,020 3909 8891,,,London,Greater London,UK,estate agent,rightmove
,,APARTMENT PROPERTY MANAGEMENT AND SALES,,,020 4634 6342,,,London,Greater London,UK,estate agent,rightmove
,,Aperture Global Real Estate,,,020 4617 0322,,,London,Greater London,UK,estate agent,rightmove
,,Apo,,,020 3910 6585,,,Kew Bridge,Greater London,UK,estate agent,rightmove
,,Apparent Properties,,,020 3835 3184,,,Barnes,Greater London,UK,estate agent,rightmove
,,April,,,029 2271 0027,,,London,Greater London,UK,estate agent,rightmove
,,Arbitrage Group,,,020 4572 1135,,,London,Greater London,UK,estate agent,rightmove
,,Archway Studios,,,020 3835 3278,,,London,Greater London,UK,estate agent,rightmove
,,ARE Management,,,020 8049 7830,,,London,Greater London,UK,estate agent,rightmove
,,Ariston Property,,,020 3910 6275,,,London,Greater London,UK,estate agent,rightmove
,,ARK Co-living,,,020 4572 0794,,,ARK Canary Wharf,Greater London,UK,estate agent,rightmove
,,arley property,,,020 4538 1216,,,London,Greater London,UK,estate agent,rightmove
,,Arlington Estates,,,020 3907 3436,,,London,Greater London,UK,estate agent,rightmove
,,Arlington Residential,,,020 3907 3547,,,London,Greater London,UK,estate agent,rightmove
,,Arlington Rouse,,,07786 136896,,,London,Greater London,UK,estate agent,rightmove
,,Armford Estates,,,020 4572 5674,,,W2,Greater London,UK,estate agent,rightmove
,,ARQ HOMES,,,020 3834 8545,,,East Ham,Greater London,UK,estate agent,rightmove
,,ART Surveyors,,,020 7034 3395,,,London,Greater London,UK,estate agent,rightmove
,,Arteo Homes,,,020 4634 2287,,,London,Greater London,UK,estate agent,rightmove
,,Ashbury London,,,020 4572 5018,,,Covering London,Greater London,UK,estate agent,rightmove
,,Ashdown Marks,,,020 3834 8720,,,London,Greater London,UK,estate agent,rightmove
,,Ashley King,,,020 3889 9045,,,Docklands,Greater London,UK,estate agent,rightmove
,,Ashley Milton,,,020 3834 8278,,,London,Greater London,UK,estate agent,rightmove
,,Ashmore & Co,,,020 3907 2659,,,London,Greater London,UK,estate agent,rightmove
,,Ashurst Real Estate,,,020 3910 6303,,,London,Greater London,UK,estate agent,rightmove
,,Aspect Property,,,020 4572 1732,,,London,Greater London,UK,estate agent,rightmove
,,Aspire,,,020 3870 9371,,,Balham,Greater London,UK,estate agent,rightmove
,,Aspire,,,020 3906 1705,,,Battersea,Greater London,UK,estate agent,rightmove
,,Aspire,,,020 3879 5599,,,Clapham,Greater London,UK,estate agent,rightmove
,,Aspire,,,020 3834 8288,,,Fulham Central,Greater London,UK,estate agent,rightmove
,,Aspire,,,020 3893 8752,,,Fulham South,Greater London,UK,estate agent,rightmove
,,Asset Quest,,,020 7362 9731,,,London,Greater London,UK,estate agent,rightmove
,,Assure Move Estate Agents,,,020 3834 7953,,,London,Greater London,UK,estate agent,rightmove
,,Aston Chase,,,020 3907 3538,,,London,Greater London,UK,estate agent,rightmove
,,Aston Rowe,,,020 3869 5739,,,Acton,Greater London,UK,estate agent,rightmove
,,Aston Square,,,020 4634 2313,,,London,Greater London,UK,estate agent,rightmove
,,At Home with Hannah,,,020 4572 2739,,,London,Greater London,UK,estate agent,rightmove
,,Athena Advisers Ltd,,,,,,London,Greater London,UK,estate agent,rightmove
,,Atkinsons Residential,,,020 8366 0261,,,Enfield - Sales,Hertfordshire,UK,estate agent,rightmove
,,Atkinsons Residential,,,020 8106 0502,,,The Letting Line,Hertfordshire,UK,estate agent,rightmove
,,Atlantic Estates,,,020 3907 3526,,,London,Greater London,UK,estate agent,rightmove
,,Atlas Property Letting & Services Ltd,,,020 3834 7943,,,London,Greater London,UK,estate agent,rightmove
,,Attic Self Storage,,,020 3823 6055,,,Beckton,Greater London,UK,estate agent,rightmove
,,Attic Self Storage,,,020 3835 3782,,,Bow,Greater London,UK,estate agent,rightmove
,,Attic Self Storage,,,020 3823 6794,,,Marylebone,Greater London,UK,estate agent,rightmove
,,Attic Self Storage,,,020 3856 3440,,,New Southgate,Greater London,UK,estate agent,rightmove
,,Attic Self Storage,,,020 3962 0866,,,Staples Corner,Greater London,UK,estate agent,rightmove
,,Aucoot,,,020 7112 4907,,,London,Greater London,UK,estate agent,rightmove
,,Auction House London,,,020 7625 9007,,,London,Greater London,UK,estate agent,rightmove
,,Auction House London,,,020 3897 6030,,,Hampstead,Greater London,UK,estate agent,rightmove
,,Austin Chambers,,,020 3879 5699,,,London,Greater London,UK,estate agent,rightmove
,,Austin Homes London,,,020 4572 9557,,,London,Greater London,UK,estate agent,rightmove
,,Avery Residential,,,0121 387 3423,,,London,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,01787 322156,,,Avison Young Industrial 2,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,0121 387 6806,,,Investment,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,0121 387 6811,,,Land & Development,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,0121 387 6813,,,Leisure,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,020 3834 8120,,,London Markets,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,0121 387 6817,,,Waste and Energy,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,0121 387 6819,,,Offices,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,0121 387 6709,,,Property Management,Greater London,UK,estate agent,rightmove
,,Avison Young (UK) Limited,,,0121 387 6822,,,Retail,Greater London,UK,estate agent,rightmove
,,Avrasons,,,020 3879 5934,,,London,Greater London,UK,estate agent,rightmove
,,AWCHILDS LTD,,,020 3834 8259,,,London,Greater London,UK,estate agent,rightmove
,,Awesome Agents,,,020 4572 7518,,,London,Greater London,UK,estate agent,rightmove
,,AWOL,,,020 4538 5471,,,North Kensington Gate,Greater London,UK,estate agent,rightmove
,,AWOL,,,020 3909 7874,,,One West Point,Greater London,UK,estate agent,rightmove
,,Aynsley Property Services Ltd,,,020 3869 5948,,,Sutton,Greater London,UK,estate agent,rightmove
,,BAARTZ,,,020 3962 1864,,,London,Greater London,UK,estate agent,rightmove
,,Badgemoor,,,020 3960 5465,,,London,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3834 8401,,,Battersea,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3910 6443,,,Bow,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3872 3729,,,East Ham,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3871 0501,,,Edmonton,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3910 6380,,,Enfield,Hertfordshire,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3870 5538,,,Battersea,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3879 9966,,,Bow,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3906 1009,,,Enfield,Hertfordshire,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3879 5637,,,Leytonstone,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3907 9910,,,Norbury,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3869 5180,,,North Finchley,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3869 5326,,,South Woodford - Lettings,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3909 9842,,,Southgate,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3907 3034,,,Stratford,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3873 8362,,,Walthamstow,Greater London,UK,estate agent,rightmove
,,Bairstow Eves Lettings,,,020 3835 3176,,,Wanstead,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3869 5337,,,Leytonstone,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3871 7308,,,Norbury,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3835 4995,,,North Finchley,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3871 8215,,,Southgate,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3873 5835,,,Stratford,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3835 3696,,,Walthamstow,Greater London,UK,estate agent,rightmove
,,Bairstow Eves,,,020 3871 1985,,,Wanstead,Greater London,UK,estate agent,rightmove
,,Baker and Chase,,,020 3907 2588,,,London Borough of Enfield,Hertfordshire,UK,estate agent,rightmove
,,Baker and Chase,,,020 3862 4762,,,North London,Greater London,UK,estate agent,rightmove
,,Barchester Healthcare Ltd,,,020 7382 2860,,,Finsbury Square,Greater London,UK,estate agent,rightmove
,,Bargets Estate Agents,,,020 7123 9290,,,London,Greater London,UK,estate agent,rightmove
,,Barnard Cook,,,020 3834 8697,,,North London,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3866 4643,,,Battersea,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3866 5518,,,Chiswick,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3872 3732,,,Clapham,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3910 6499,,,Clapham Land,Surrey,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3871 6006,,,Covent Garden,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3872 3747,,,Ealing,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3869 8489,,,Earls Court,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3870 5612,,,Earlsfield,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3834 8704,,,East Sheen,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3835 3384,,,Ewell,Surrey,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3866 9305,,,Hammersmith Auctions,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3835 4206,,,Kennington,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3866 5524,,,Battersea Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3834 7861,,,Chiswick- Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3872 3621,,,Clapham Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3869 5311,,,Covent Garden Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3879 5264,,,Ealing Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3871 5429,,,Earls Court Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3879 4269,,,Earlsfield - Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3909 3839,,,East Sheen - Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3866 6810,,,Kennington Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3834 8623,,,Morden Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3889 9103,,,Muswell Hill Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3869 5461,,,North Finchley Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3873 5832,,,Putney Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3909 9809,,,Streatham Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3870 6384,,,Sutton Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3907 3335,,,Tooting Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3319 6389,,,Tottenham,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3834 8170,,,Wallington - Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3834 8179,,,West Kensington - Lettings,Greater London,UK,estate agent,rightmove
,,Barnard Marcus Lettings,,,020 3870 9370,,,Worcester Park - Lettings,Surrey,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3835 4181,,,Mitcham,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3906 1025,,,Morden,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3835 2026,,,Muswell Hill,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3960 5010,,,North Finchley,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3834 8009,,,Peckham,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3879 5149,,,Putney,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3873 8355,,,Southfields,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3870 1876,,,Streatham,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3835 6416,,,Sutton,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3840 3720,,,Sydenham,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3870 3815,,,Tooting,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3857 8080,,,Tottenham,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3909 9087,,,Wallington,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3871 8929,,,West Kensington,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3872 3533,,,Whetstone,Greater London,UK,estate agent,rightmove
,,Barnard Marcus,,,020 3872 2503,,,Worcester Park,Surrey,UK,estate agent,rightmove
,,Barnett Ross,,,020 8106 0950,,,Barnett Ross,Greater London,UK,estate agent,rightmove
,,Barney Estates and Auctioneers,,,020 8432 7330,,,London,Greater London,UK,estate agent,rightmove
,,Barnfields Estate Agents,,,020 3907 2775,,,Enfield,Hertfordshire,UK,estate agent,rightmove
,,Barrain London Estate Agents,,,020 3889 9148,,,Docklands,Greater London,UK,estate agent,rightmove
,,Barroque,,,020 3840 3843,,,London,Greater London,UK,estate agent,rightmove
,,Battersea & Nine Elms Estates,,,020 3907 3463,,,London,Greater London,UK,estate agent,rightmove
,,Battersea Power Station,,,020 3834 8590,,,Battersea,Greater London,UK,estate agent,rightmove
,,Battersea Power Station,,,020 3907 3787,,,Battersea - Lettings,Greater London,UK,estate agent,rightmove
