first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url
,,Abbotsholme School,Member School,,+4401889590217,https://www.abbotsholme.co.uk,abbotsholme.co.uk,Uttoxeter,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Abingdon School,Member School,,+4401235521563,https://www.abingdon.org.uk,abingdon.org.uk,Abingdon,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Ackworth School,Member School,,+4401977233600,https://www.ackworthschool.com,ackworthschool.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Aldenham School,Member School,,+4401923858122,https://www.aldenham.com,aldenham.com,Elstree,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Alderwood Guardians,Member School,,+4407470224373,https://www.alderwoodguardians.com,alderwoodguardians.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Aldro School,Member School,,+4401483810266,https://www.aldro.org/,aldro.org,Godalming,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,All Hallows School,Member School,,+4401749881600,https://allhallowsschool.co.uk,allhallowsschool.co.uk,Shepton Mallet,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Ampleforth College,Member School,,+4401439766000,https://www.ampleforthcollege.org.uk,ampleforthcollege.org.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Anglo Connection,Member School,info@angloconnection.com,+4407525212495,https://angloconnection.com/,angloconnection.com,Plymouth,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Anglo International Student Centre,Member School,phoenix@sino-uk.org,+4407865666695,,,East Sussex,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Ardingly College,Member School,,+4401444893000,https://www.ardingly.com,ardingly.com,Haywards Heath,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Ashford School,Member School,registrar@ashfordschool.co.uk,+441233625171,http://www.ashfordschool.co.uk,ashfordschool.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Attentus,Member School,,+4407949379797,,,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Austin Friars School,Member School,,+4401228528042,http://www.austinfriars.cumbria.sch.uk,austinfriars.cumbria.sch.uk,Carlisle,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Aysgarth School,Member School,,+4401677451022,https://www.aysgarthschool.com,aysgarthschool.com,Bedale,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Badminton School,Member School,,+4401179055200,https://www.badmintonschool.co.uk,badmintonschool.co.uk,Westbury-On-Trym,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Battle Abbey School,Member School,,+4401424219674,https://www.battleabbeyschool.com,battleabbeyschool.com,East Sussex,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bedford School,Member School,admissions@bedfordschool.org.uk,+441234362216,http://www.bedfordschool.org.uk/,bedfordschool.org.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Belhaven Hill School,Member School,,+4401368862785,https://www.belhavenhill.com,belhavenhill.com,Dunbar,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Berkhamsted School,Member School,cnicholls@berkhamstedschool.org,+4401442358000,https://www.berkhamsted.com,berkhamsted.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bethany School,Member School,,+4401580211273,https://www.bethanyschool.org.uk,bethanyschool.org.uk,Goudhurst,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bishop’s Stortford College,Member School,,+4401279838575,https://www.bishopsstortfordcollege.org,bishopsstortfordcollege.org,Bishop's Stortford,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bloxham School,Member School,,+4401295720222,https://www.bloxhamschool.com,bloxhamschool.com,Banbury,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Blundell’s School,Member School,,+4401884252543,https://blundells.org,blundells.org,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bootham School,Member School,,+4401904623261,https://www.boothamschool.com,boothamschool.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bosworth Independent School,Member School,info@bosworthschool.co.uk,+4401604239995,https://bosworthschool.co.uk/,bosworthschool.co.uk,Northampton,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Boundary Oak School,Member School,,+4401329280955,https://www.boundaryoakschool.co.uk,boundaryoakschool.co.uk,Fareham,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bournemouth Collegiate School,Member School,senior-admin@bcschool.co.uk,+4401202714110,https://www.bournemouthcollegiateschool.co.uk/,bournemouthcollegiateschool.co.uk,Bournemouth,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bradfield College,Member School,,+4401189644500,https://www.bradfieldcollege.org.uk,bradfieldcollege.org.uk,Bradfield,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Brentwood School,Member School,,+4401277243243,https://www.brentwoodschool.co.uk,brentwoodschool.co.uk,Brentwood,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Brighter Prospects Guardians,Member School,office@brighter-prospects.com,+4402033437477,https://www.brighter-prospects.com/,brighter-prospects.com,London,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,BrighterU Education Ltd,Member School,,+4407854183698,https://brighteru.co.uk,brighteru.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Brighton College,Member School,seniorsch@brightoncollege.net,,http://www.brightoncollege.org.uk/,brightoncollege.org.uk,Brighton East Sussex,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bromsgrove School,Member School,,+4401527579679,https://www.bromsgrove-school.co.uk,bromsgrove-school.co.uk,Bromsgrove,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Bryanston School,Member School,,+4401258484632,https://www.bryanston.co.uk,bryanston.co.uk,Blandford,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Burgess Hill Girls,Member School,,+4401444241050,https://burgesshillgirls.com,burgesshillgirls.com,Burgess Hill,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Burton International Consultancy Ltd,Member School,,"+440203961368,07917150358",https://www.burtonic.co.uk,burtonic.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Caldicott School,Member School,,+4401753649300,https://www.caldicott.com,caldicott.com,Farnham Royal,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Cambridge School of Visual and Performance Arts,Member School,admissions@csvpa.com,+4401223341328,https://www.csvpa.com/,csvpa.com,Cambridge,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Campbell College,Member School,,+4402890763076,https://www.campbellcollege.co.uk/,campbellcollege.co.uk,Belfast,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Canford School,Member School,,+4401202841254,https://www.canford.com,canford.com,Wimborne,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Caterham School,Member School,,+4401883343028,https://www.caterhamschool.co.uk,caterhamschool.co.uk,Caterham,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,CATS Cambridge,Member School,admissions@catscambridge.com,+4401223314431,https://www.catscambridge.com/,catscambridge.com,Cambridge,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,CATS Global Schools Group,Member School,headoffice@catsglobalschools.com,+4401223341303,https://catsglobalschools.com/,catsglobalschools.com,Cambridge,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Charterhouse,Member School,admissions@charterhouse.org.uk,+441483291500,http://www.charterhouse.org.uk,charterhouse.org.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Chase Grammar School,Member School,,+4401543501800,https://www.chasegrammar.com,chasegrammar.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Cheltenham Ladies’ College,Member School,enquiries@cheltladiescollege.org,,http://www.cheltladiescollege.org,cheltladiescollege.org,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Cherwell College Oxford,Member School,stephen@cherwell-college.co.uk,,http://www.cherwell-college.co.uk,cherwell-college.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Christ’s Hospital,Member School,enquiries@christs-hospital.org.uk,,http://www.christs-hospital.org.uk,christs-hospital.org.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,City of London Freemen’s School,Member School,jason.harrison-miles@freemens.org,+4401372822423,http://www.freemens.org,freemens.org,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,City of London School for Girls,Member School,,+4402078475500,https://www.clsg.org.uk,clsg.org.uk,Barbican,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Clifton College,Member School,bfox@clifton-college.avon.sch.uk,,http://www.cliftoncollegeuk.com,cliftoncollegeuk.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Compass Guardianship UK,Member School,,+4402084490119,https://www.compassguardians.co.uk,compassguardians.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Concord College,Member School,,+4401694731631,https://concordcollegeuk.com,concordcollegeuk.com,Shrewsbury,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Connections,Member School,,+4402072062717,http://www.connectionsguardianship.co.uk,connectionsguardianship.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Connexus Academic Advisors Ltd,Member School,,+4402038651980,https://www.connexusacademic.com,connexusacademic.com,Linen Hall,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Convoy Education,Member School,,+4402045708087,http://www.convoyedu.com,convoyedu.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Cranbrook School,Member School,,+4401580711800,https://www.cranbrookschool.co.uk,cranbrookschool.co.uk,Cranbrook,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Cranleigh School,Member School,,+4401483273666,https://www.cranleigh.org,cranleigh.org,Cranleigh,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Crown International Guardians,Member School,,+4401225425125,https://crowninternationalguardians.co.uk,crowninternationalguardians.co.uk,Bristol,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,d’Overbroeck’s Oxford,Member School,international@doverbroecks.com,+441865688600,http://www.doverbroecks.com,doverbroecks.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Dans Education & Guardianship,Member School,,+4407587021088,https://www.danseduguardianship.com,danseduguardianship.com,London,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Dauntsey’s School,Member School,,+44001380814500,https://www.dauntseys.org,dauntseys.org,Devizes,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,David Game College,Member School,,+4402072216665,https://www.davidgamecollege.com,davidgamecollege.com,London,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Dean Close School,Member School,registrar@deanclose.org.uk,,http://www.deanclose.org.uk/,deanclose.org.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Denstone College,Member School,,+4401889590484,https://www.denstonecollege.org,denstonecollege.org,Uttoxeter,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Dover College,Member School,,+4401304205969,https://www.dovercollege.org.uk,dovercollege.org.uk,Dover,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Downside School,Member School,,+4401761235100,https://www.downside.co.uk,downside.co.uk,Radstock,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,DPA Agency Ltd,Member School,,+4401789294572,https://www.dpaagency.com,dpaagency.com,Stratford Upon Avon,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Dragon School,Member School,admissions@dragonschool.org,+4401865315400,https://www.dragonschool.org/,dragonschool.org,Oxford,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Dreamline International,Member School,assistance@dreamlineinternational.co.uk,+4407446958666,https://dreamlineinternational.co.uk/,dreamlineinternational.co.uk,Birmingham,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Eastbourne College,Member School,hmsec@eastbourne-college.co.uk,,http://www.eastbourne-college.co.uk/,eastbourne-college.co.uk,Eastbourne East Sussex,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Edinburgh Guardian Angels,Member School,,+4401875614245+4407931408977,http://www.edinburghguardianangels.co.uk,edinburghguardianangels.co.uk,East Lothian,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Educate Study Limited,Member School,contact@educatestudy.com,,https://www.educatestudy.com/,educatestudy.com,Salford,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Edukatus Ltd,Member School,,+4407795560167,http://edukatus.co.uk,edukatus.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Eerlun Edu Ltd,Member School,,+4407763479699,https://www.erlunedu.co.uk,erlunedu.co.uk,London,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Elitegate International,Member School,,+4407402332533,http://www.elitegateinternational.co.uk,elitegateinternational.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Ellesmere College,Member School,ranjit.chatterjee@ellesmere.com,+441691622321,http://www.ellesmere.com,ellesmere.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Embley,Member School,,+4401794512206,https://embley.org.uk,embley.org.uk,Romsey,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,English Plus,Member School,info@english-plus.co.uk,+4401745603148,https://english-plus.co.uk,english-plus.co.uk,Cae Ddu,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Epsom College,Member School,admissions@epsomcollege.org.uk,+4401372821234,http://www.epsomcollege.org.uk,epsomcollege.org.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Etherton Education,Member School,partnerships@ethertoneducation.com,+4404401823672388,http://www.ethertoneducation.com,ethertoneducation.com,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Eton College,Member School,,+4401753370100,https://www.etoncollege.com,etoncollege.com,Windsor,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Explore Consulting Ltd,Member School,,+4407767003286,https://www.exploredu.co.uk,exploredu.co.uk,Camberley,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Farringtons School,Member School,,+4402084670256,https://www.farringtons.org.uk,farringtons.org.uk,Chislehurst,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Feifan International,Member School,,+4407477117004,https://www.feifaninternational.com,feifaninternational.com,Southampton,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Felsted School,Member School,szw@felsted.org,+440441371822605,http://www.felsted.org,felsted.org,,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Finborough School,Member School,admin@finboroughschool.co.uk,+4401449773600,https://www.finboroughschool.co.uk/,finboroughschool.co.uk,Stowmarket,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Framlingham College,Member School,,+4401728723789,https://www.framlinghamcollege.co.uk,framlinghamcollege.co.uk,Woodbridge,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Frensham Heights,Member School,,+4401252792561,https://www.frensham.org,frensham.org,Farnham,UK,UK,education,aegis,https://aegisuk.net/organisations/
,,Fusion Education Support Ltd,Member School,,+4401865634854,https://fusionedu.co.uk,fusionedu.co.uk,,UK,UK,education,aegis,https://aegisuk.net/organisations/
