first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,email_source
,,AG Estate Agents,,info@agestateagents.co.uk,020 3907 3026,,agestateagents.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Agency 21 London,,info@agency21london.co.uk,020 4634 0701,,agency21london.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,AG&G,,info@agandg.net,020 3917 1480,,agandg.net,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aitch Estates Ltd,,,020 3834 8739,,,Leytonstone,Greater London,UK,estate agent,rightmove,
,,Aitchison Raffety,,info@aitchisonraffety.uk,020 7870 3173,,aitchisonraffety.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ak247 Homes Ltd,,info@ak247homes.com,07950 796879,,ak247homes.com,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Akai Homes,,info@akaihomes.co.uk,020 3907 3709,,akaihomes.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Akelius Residential Ltd,,,020 3909 1800,,,London,Greater London,UK,estate agent,rightmove,
,,Albany,,info@albany.co.uk,020 3691 1613,,albany.co.uk,Albany,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aldermartin Baines & Cuthbert,,,020 8202 5004,,,London,Greater London,UK,estate agent,rightmove,
,,Aldersley London Ltd,,info@aldersleylondon.co.uk,020 7659 4425,,aldersleylondon.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alex Crown Lettings & Estate Agents,,,020 7272 3121,,,London,Greater London,UK,estate agent,rightmove,
,,Alex Crown Lettings & Estate Agents,,,020 3834 8648,,,Islington,Greater London,UK,estate agent,rightmove,
,,Alex Marks,,info@alexmarks.co.uk,020 3872 5262,,alexmarks.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alex Martin Commercial Ltd,,info@alexmartincommercial.co.uk,020 3909 6543,,alexmartincommercial.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alex & Matteo,,,020 3983 1833,,,London,Greater London,UK,estate agent,rightmove,
,,Alex Neil Estate Agents,,,020 3840 3888,,,Canary Wharf & Docklands - Sales,Greater London,UK,estate agent,rightmove,
,,Alexander Charles & Browne,,info@alexandercharlesandbrowne.com,020 3910 6336,,alexandercharlesandbrowne.com,Forest Hill,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexander David Property,,info@alexanderdavidproperty.co.uk,020 3835 4829,,alexanderdavidproperty.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexander Main,,info@alexandermain.com,020 4572 2699,,alexandermain.com,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexander Millett,,info@alexandermillett.com,020 3893 2184,,alexandermillett.com,International,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexander Rose Estates,,info@alexanderroseestates.co.uk,020 3772 6799,,alexanderroseestates.co.uk,Stratford,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexander Seymour,,info@alexanderseymour.co.uk,020 3947 9669,,alexanderseymour.co.uk,Furzedown,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexander Steer,,info@alexandersteer.co.uk,020 3822 0111,,alexandersteer.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexander Woolfe,,info@alexanderwoolfe.co.uk,020 3834 8074,,alexanderwoolfe.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alexanders Property Consultants,,,020 3889 9164,,,West Hampstead,Greater London,UK,estate agent,rightmove,
,,All in the postcode...SW19.com,,,020 8544 2828,,,SW19 London,Greater London,UK,estate agent,rightmove,
,,Allen Davies & Co,,,020 3892 9577,,,Leyton,Greater London,UK,estate agent,rightmove,
,,Allen Goldstein,,info@allengoldstein.com,020 3834 8770,,allengoldstein.com,Bloomsbury,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alliance London,,info@alliancelondon.co.uk,020 3907 3783,,alliancelondon.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Allie Home,,info@alliehome.co.uk,020 3838 0820,,alliehome.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Allied Property Group Limited,,info@alliedproperty.co.uk,020 4532 7777,,alliedproperty.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Allsop,,info@allsop.co.uk,020 7494 3686,,allsop.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Allsop,,info@allsop.co.uk,020 3838 0844,,allsop.co.uk,-,Greater London,UK,estate agent,rightmove,pattern-guess
,,Allsop,,info@allsop.co.uk,020 3879 5993,,allsop.co.uk,Auction,Greater London,UK,estate agent,rightmove,pattern-guess
,,Allsop,,info@allsop.co.uk,0238 254 4339,,allsop.co.uk,The Lark,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alpha Browett Taylor,,,020 3475 7450,,,London,Greater London,UK,estate agent,rightmove,
,,Alter & Cope,,info@alterandcope.co.uk,020 3834 8554,,alterandcope.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Alwyne Estate Agents,,,020 3834 8129,,,London,Greater London,UK,estate agent,rightmove,
,,Alwyne Estates,,info@alwyneestates.co.uk,020 3805 0553,,alwyneestates.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Amanda Roberts,,info@amandaroberts.co.uk,020 3910 6386,,amandaroberts.co.uk,North Chingford,Greater London,UK,estate agent,rightmove,pattern-guess
,,Amberden Estates,,,020 3840 3631,,,Hampstead,Greater London,UK,estate agent,rightmove,
,,Anderson Knight,,info@andersonknight.co.uk,020 3974 1425,,andersonknight.co.uk,Ealing,Greater London,UK,estate agent,rightmove,pattern-guess
,,Anderson Rose Prime Central London,,,020 3179 2077,,,London,Greater London,UK,estate agent,rightmove,
,,Anderson Rose,,info@andersonrose.co.uk,020 3872 3677,,andersonrose.co.uk,Tower Bridge,Greater London,UK,estate agent,rightmove,pattern-guess
,,Andre Joseph Estates Ltd,,,020 3897 0861,,,Tooting,Greater London,UK,estate agent,rightmove,
,,"Andrew Burn Property, Powered by eXp",,,03300 242862,,,Tadworth & Banstead,Greater London,UK,estate agent,rightmove,
,,Andrew Lloyd Estates Limited,,info@andrewlloydestates.co.uk,020 3871 3432,,andrewlloydestates.co.uk,Tottenham,Greater London,UK,estate agent,rightmove,pattern-guess
,,Andrew Nunn & Associates,,,020 3909 3853,,,Chiswick,Greater London,UK,estate agent,rightmove,
,,Andrew Purnell & Co,,,020 8103 9042,,,London,Greater London,UK,estate agent,rightmove,
,,Andrew Reeves Property Services,,,020 7377 4248,,,London,Greater London,UK,estate agent,rightmove,
,,Andrew Reeves,,info@andrewreeves.co.uk,020 3910 0879,,andrewreeves.co.uk,Westminster & Pimlico,Greater London,UK,estate agent,rightmove,pattern-guess
,,andrew scott robertson,,info@andrewscottrobertson.co.uk,020 8971 4999,,andrewscottrobertson.co.uk,Wimbledon Village Commercial,Greater London,UK,estate agent,rightmove,pattern-guess
,,Andrew Stevens,,info@andrewstevens.co.uk,020 3907 3352,,andrewstevens.co.uk,Enfield,Hertfordshire,UK,estate agent,rightmove,pattern-guess
,,Andrews And Stacey Ltd,,info@andrewsandstacey.co.uk,020 3889 9076,,andrewsandstacey.co.uk,Shepherds Bush,Greater London,UK,estate agent,rightmove,pattern-guess
,,Andrews Estate Agents,,,020 3869 5910,,,Balham,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3835 6325,,,Kingsbury,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3856 3994,,,Mitcham,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3872 3678,,,Morden,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents - New Homes,,,020 4572 8924,,,South East,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3866 6724,,,North Cheam,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3873 1115,,,Southfields,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3835 2568,,,Streatham,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3905 1554,,,Sutton,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3869 5104,,,Wallington,Greater London,UK,estate agent,rightmove,
,,Andrews Estate Agents,,,020 3889 1354,,,Worcester Park,Surrey,UK,estate agent,rightmove,
,,Andrews Letting and Management,,,020 3910 4601,,,Balham,Greater London,UK,estate agent,rightmove,
,,Andrews Letting and Management,,,020 3870 7033,,,Kingsbury,Greater London,UK,estate agent,rightmove,
,,Andrews Letting and Management,,,020 3866 4252,,,Morden,Greater London,UK,estate agent,rightmove,
,,Andrews Letting and Management,,,01225 985781,,,Southfields,Greater London,UK,estate agent,rightmove,
,,Andrews Letting and Management,,,020 3872 6488,,,Streatham,Greater London,UK,estate agent,rightmove,
,,Andrews Letting and Management,,,020 3909 7824,,,Sutton,Greater London,UK,estate agent,rightmove,
,,Andrews Letting and Management,,,020 8629 1530,,,Wallington,Greater London,UK,estate agent,rightmove,
,,Anthem Lettings,,info@anthemlettings.co.uk,020 4630 7018,,anthemlettings.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Anthony Charles,,info@anthonycharles.co.uk,020 3907 8621,,anthonycharles.co.uk,Southgate,Greater London,UK,estate agent,rightmove,pattern-guess
,,Anthony James Manser,,info@anthonyjamesmanser.co.uk,020 3870 5041,,anthonyjamesmanser.co.uk,Isleworth,Greater London,UK,estate agent,rightmove,pattern-guess
,,Anthony Pepe Estate Agents,,,020 3805 4745,,,Crouch End,Greater London,UK,estate agent,rightmove,
,,Anthony Pepe Estate Agents,,,020 8129 6052,,,Enfield,Hertfordshire,UK,estate agent,rightmove,
,,Anthony Pepe Estate Agents,,,020 3889 9007,,,Harringay,Greater London,UK,estate agent,rightmove,
,,Anthony Pepe Estate Agents,,,020 3897 2950,,,Palmers Green,Greater London,UK,estate agent,rightmove,
,,Anthony Webb Estate Agents,,,020 3869 5421,,,Palmers Green,Greater London,UK,estate agent,rightmove,
,,Anton Page LLP,,info@antonpage.co.uk,020 3834 7970,,antonpage.co.uk,Commercial,Greater London,UK,estate agent,rightmove,pattern-guess
,,Antony Roberts,,info@antonyroberts.co.uk,020 3906 2176,,antonyroberts.co.uk,East Sheen,Greater London,UK,estate agent,rightmove,pattern-guess
,,Antony Roberts,,info@antonyroberts.co.uk,020 8940 9402,,antonyroberts.co.uk,Kew - Lettings,Greater London,UK,estate agent,rightmove,pattern-guess
,,Antony Roberts,,info@antonyroberts.co.uk,020 8059 4090,,antonyroberts.co.uk,Kew -  Sales,Greater London,UK,estate agent,rightmove,pattern-guess
,,Antony Roberts,,info@antonyroberts.co.uk,020 8940 9403,,antonyroberts.co.uk,Richmond - Lettings,Greater London,UK,estate agent,rightmove,pattern-guess
,,Antony Roberts,,info@antonyroberts.co.uk,020 8129 6027,,antonyroberts.co.uk,Richmond - Sales,Greater London,UK,estate agent,rightmove,pattern-guess
,,Antony Roberts,,info@antonyroberts.co.uk,020 3889 9112,,antonyroberts.co.uk,St Margarets - Lettings,Greater London,UK,estate agent,rightmove,pattern-guess
,,Antony Roberts,,info@antonyroberts.co.uk,020 3907 8625,,antonyroberts.co.uk,St Margarets - Sales,Greater London,UK,estate agent,rightmove,pattern-guess
,,AP Living London,,info@aplivinglondon.co.uk,020 3909 8891,,aplivinglondon.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,APARTMENT PROPERTY MANAGEMENT AND SALES,,,020 4634 6342,,,London,Greater London,UK,estate agent,rightmove,
,,Aperture Global Real Estate,,,020 4617 0322,,,London,Greater London,UK,estate agent,rightmove,
,,Apo,,info@apo.co.uk,020 3910 6585,,apo.co.uk,Kew Bridge,Greater London,UK,estate agent,rightmove,pattern-guess
,,Apparent Properties,,info@apparentproperties.co.uk,020 3835 3184,,apparentproperties.co.uk,Barnes,Greater London,UK,estate agent,rightmove,pattern-guess
,,April,,info@april.co.uk,029 2271 0027,,april.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Arbitrage Group,,info@arbitrage.co.uk,020 4572 1135,,arbitrage.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Archway Studios,,info@archwaystudios.co.uk,020 3835 3278,,archwaystudios.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,ARE Management,,info@aremanagement.com,020 8049 7830,,aremanagement.com,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ariston Property,,info@aristonproperty.co.uk,020 3910 6275,,aristonproperty.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,ARK Co-living,,info@arkliving.co.uk,020 4572 0794,,arkliving.co.uk,ARK Canary Wharf,Greater London,UK,estate agent,rightmove,pattern-guess
,,arley property,,info@arleyproperty.co.uk,020 4538 1216,,arleyproperty.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Arlington Estates,,info@arlingtonestates.co.uk,020 3907 3436,,arlingtonestates.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Arlington Residential,,info@arlingtonresidential.co.uk,020 3907 3547,,arlingtonresidential.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Arlington Rouse,,info@arlingtonrouse.co.uk,07786 136896,,arlingtonrouse.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Armford Estates,,info@armfordestates.co.uk,020 4572 5674,,armfordestates.co.uk,W2,Greater London,UK,estate agent,rightmove,pattern-guess
,,ARQ HOMES,,info@arqhomes.co.uk,020 3834 8545,,arqhomes.co.uk,East Ham,Greater London,UK,estate agent,rightmove,pattern-guess
,,ART Surveyors,,info@artsurveyors.co.uk,020 7034 3395,,artsurveyors.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Arteo Homes,,info@arteohomes.co.uk,020 4634 2287,,arteohomes.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ashbury London,,info@ashburylondon.co.uk,020 4572 5018,,ashburylondon.co.uk,Covering London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ashdown Marks,,info@ashdownmarks.co.uk,020 3834 8720,,ashdownmarks.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ashley King,,info@ashleyking.co.uk,020 3889 9045,,ashleyking.co.uk,Docklands,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ashley Milton,,info@ashleymilton.co.uk,020 3834 8278,,ashleymilton.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ashmore & Co,,info@ashmoreandco.co.uk,020 3907 2659,,ashmoreandco.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Ashurst Real Estate,,,020 3910 6303,,,London,Greater London,UK,estate agent,rightmove,
,,Aspect Property,,info@aspectproperty.co.uk,020 4572 1732,,aspectproperty.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aspire,,info@aspire.co.uk,020 3870 9371,,aspire.co.uk,Balham,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aspire,,info@aspire.co.uk,020 3906 1705,,aspire.co.uk,Battersea,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aspire,,info@aspire.co.uk,020 3879 5599,,aspire.co.uk,Clapham,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aspire,,info@aspire.co.uk,020 3834 8288,,aspire.co.uk,Fulham Central,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aspire,,info@aspire.co.uk,020 3893 8752,,aspire.co.uk,Fulham South,Greater London,UK,estate agent,rightmove,pattern-guess
,,Asset Quest,,info@assetquest.co.uk,020 7362 9731,,assetquest.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Assure Move Estate Agents,,,020 3834 7953,,,London,Greater London,UK,estate agent,rightmove,
,,Aston Chase,,info@astonchase.co.uk,020 3907 3538,,astonchase.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aston Rowe,,info@astonrowe.co.uk,020 3869 5739,,astonrowe.co.uk,Acton,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aston Square,,info@astonsquare.co.uk,020 4634 2313,,astonsquare.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,At Home with Hannah,,info@athomewithhannah.com,020 4572 2739,,athomewithhannah.com,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Athena Advisers Ltd,,info@athenaadvisers.co.uk,,,athenaadvisers.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Atkinsons Residential,,info@atkinsonsresidential.co.uk,020 8366 0261,,atkinsonsresidential.co.uk,Enfield - Sales,Hertfordshire,UK,estate agent,rightmove,pattern-guess
,,Atkinsons Residential,,info@atkinsonsresidential.co.uk,020 8106 0502,,atkinsonsresidential.co.uk,The Letting Line,Hertfordshire,UK,estate agent,rightmove,pattern-guess
,,Atlantic Estates,,info@atlanticestates.co.uk,020 3907 3526,,atlanticestates.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Atlas Property Letting & Services Ltd,,,020 3834 7943,,,London,Greater London,UK,estate agent,rightmove,
,,Attic Self Storage,,info@atticselfstorage.co.uk,020 3823 6055,,atticselfstorage.co.uk,Beckton,Greater London,UK,estate agent,rightmove,pattern-guess
,,Attic Self Storage,,info@atticselfstorage.co.uk,020 3835 3782,,atticselfstorage.co.uk,Bow,Greater London,UK,estate agent,rightmove,pattern-guess
,,Attic Self Storage,,info@atticselfstorage.co.uk,020 3823 6794,,atticselfstorage.co.uk,Marylebone,Greater London,UK,estate agent,rightmove,pattern-guess
,,Attic Self Storage,,info@atticselfstorage.co.uk,020 3856 3440,,atticselfstorage.co.uk,New Southgate,Greater London,UK,estate agent,rightmove,pattern-guess
,,Attic Self Storage,,info@atticselfstorage.co.uk,020 3962 0866,,atticselfstorage.co.uk,Staples Corner,Greater London,UK,estate agent,rightmove,pattern-guess
,,Aucoot,,info@aucoot.com,020 7112 4907,,aucoot.com,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Auction House London,,info@auctionhouselondon.co.uk,020 7625 9007,,auctionhouselondon.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Auction House London,,info@auctionhouselondon.co.uk,020 3897 6030,,auctionhouselondon.co.uk,Hampstead,Greater London,UK,estate agent,rightmove,pattern-guess
,,Austin Chambers,,info@austinchambers.co.uk,020 3879 5699,,austinchambers.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Austin Homes London,,,020 4572 9557,,,London,Greater London,UK,estate agent,rightmove,
,,Avery Residential,,info@averyresidential.co.uk,0121 387 3423,,averyresidential.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Avison Young (UK) Limited,,,01787 322156,,,Avison Young Industrial 2,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,0121 387 6806,,,Investment,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,0121 387 6811,,,Land & Development,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,0121 387 6813,,,Leisure,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,020 3834 8120,,,London Markets,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,0121 387 6817,,,Waste and Energy,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,0121 387 6819,,,Offices,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,0121 387 6709,,,Property Management,Greater London,UK,estate agent,rightmove,
,,Avison Young (UK) Limited,,,0121 387 6822,,,Retail,Greater London,UK,estate agent,rightmove,
,,Avrasons,,info@avrasons.co.uk,020 3879 5934,,avrasons.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,AWCHILDS LTD,,info@awchilds.co.uk,020 3834 8259,,awchilds.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,Awesome Agents,,info@awesomeagents.co.uk,020 4572 7518,,awesomeagents.co.uk,London,Greater London,UK,estate agent,rightmove,pattern-guess
,,AWOL,,info@awol.co.uk,020 4538 5471,,awol.co.uk,North Kensington Gate,Greater London,UK,estate agent,rightmove,pattern-guess
,,AWOL,,info@awol.co.uk,020 3909 7874,,awol.co.uk,One West Point,Greater London,UK,estate agent,rightmove,pattern-guess
