first_name,last_name,firm_name,practice_area,city,state,phone,website,email,bar_number,admission_date,bar_status,source,profile_url,title,linkedin_url,bio,education,languages,practice_specialties,email_source,phone_source,website_source
,,BluePearl Pet Hospital,,Portland,OR,+1 503-501-2375,https://bluepearlvet.com/hospital/northeast-portland-or/?utm_source=maps&utm_medium=google&utm_campaign=gbp,,,,,google-maps_bar,https://www.google.com/maps/place/BluePearl+Pet+Hospital/data=!4m7!3m6!1s0x5495a13be9905d6b:0xb537885fa9b89bc2!8m2!3d45.537501!4d-122.6195608!16s%2Fg%2F11smdw0t3c!19sChIJa12Q6TuhlVQRwpu4qV-IN7U?authuser=0&hl=en&rclk=1,Veterinarian,,,,,,,,
,,Sunstone Veterinary Specialists,,Portland,OR,+1 503-505-7255,https://www.sunstonevets.com/,,,,,google-maps_bar,https://www.google.com/maps/place/Sunstone+Veterinary+Specialists/data=!4m7!3m6!1s0x5495a0eb83d49991:0x1bef990395ae051b!8m2!3d45.5317625!4d-122.5534334!16s%2Fg%2F11bw67tt95!19sChIJkZnUg-uglVQRGwWulQOZ7xs?authuser=0&hl=en&rclk=1,Veterinarian,,,,,,,,
,,"THE BEST 10 VETERINARIANS in PORTLAND, OR",,,,,https://www.yelp.com/search?cflt=vet&find_loc=Portland%2C+OR,,,,,ddg_yelp,,Veterinarian,,,,,,,,
,,"Veterinarians in Portland, OR - The Real Yellow Pages®",,,,,https://www.yellowpages.com/portland-or/veterinarians,,,,,ddg_yellowpages,,Veterinarian,,,,,,,,
,,"21 Best Veterinarians in Portland, OR for 2026 | VeterinariansUp",,,,,https://www.veterinariansup.com/portland-or,,,,,ddg_organic,,Veterinarian,,,,,,,,
,,"14 Veterinarians in Portland, Oregon - vetswift.com",,,,,https://vetswift.com/dir/vets/oregon/local-portland/,,,,,ddg_organic,,Veterinarian,,,,,,,,
,,"Veterinarian in Portland, OR | Pet Samaritan Clinic",,,,,https://www.petsam.com/,,,,,ddg_organic,,Veterinarian,,,,,,,,
,,Portland Veterinarians | Portland Veterinary Wellness Center,,,,,https://www.portlandveterinarywellnesscenter.com/,,,,,ddg_organic,,Veterinarian,,,,,,,,
,,"Veterinary Care in Portland, OR | Pacific Veterinary Hospital",,,,,https://www.pacificveterinaryhospital.com/,,,,,ddg_organic,,Veterinarian,,,,,,,,
,,"Top 24 Veterinarians In In Portland, Oregon [Updated: 2026] - The Goody Pet",,,,,https://www.thegoodypet.com/vets-based-in-portland-oregon,,,,,ddg_organic,,Veterinarian,,,,,,,,
,,"Veterinarians in Portland, OR | VCA Woodstock Animal Hospital",,,,,https://vcahospitals.com/woodstock,,,,,ddg_organic,,Veterinarian,,,,,,,,
,,"The Best 20 Veterinarians in Portland, OR | WhoDoYou",,,,,https://www.whodoyou.com/l/portland-or/veterinarian,,,,,ddg_organic,,Veterinarian,,,,,,,,
