first_name,last_name,firm_name,practice_area,city,state,phone,website,email,bar_number,admission_date,bar_status,source,profile_url,title,linkedin_url,bio,education,languages,practice_specialties,email_source,phone_source,website_source
,,Everywhere Auto,,Phoenix,AZ,+1 480-818-6699,http://www.everywhereautorepair.com/,,,,,google-maps_bar,https://www.google.com/maps/place/Everywhere+Auto/data=!4m7!3m6!1s0x872b1569c64cc691:0xbbcbb6e66895a643!8m2!3d33.4958802!4d-112.2095135!16s%2Fg%2F11mcrrs49c!19sChIJkcZMxmkVK4cRQ6aVaOa2y7s?authuser=0&hl=en&rclk=1,,,,,,,,,
,,Metro Mobile Auto Repair LLC,,Avondale,AZ,+1 602-206-0442,,,,,,google-maps_bar,https://www.google.com/maps/place/Metro+Mobile+Auto+Repair+LLC/data=!4m7!3m6!1s0x872b398e08d8c347:0x3c162def1d0cbc60!8m2!3d33.4326609!4d-112.3368621!16s%2Fg%2F11ksnzh7yh!19sChIJR8PYCI45K4cRYLwMHe8tFjw?authuser=0&hl=en&rclk=1,,,,,,,,,
,,AAA 7th Street Auto Repair Center,,Phoenix,AZ,+1 602-296-0910,https://mwg.aaa.com/agent-office-locations/az/phoenix/aaa-phoenix-7th-street-auto-repair-center,,,,,google-maps_bar,https://www.google.com/maps/place/AAA+7th+Street+Auto+Repair+Center/data=!4m7!3m6!1s0x872b138dd710352d:0x3fea5e7853d2ea30!8m2!3d33.5227671!4d-112.0646012!16s%2Fg%2F11j9k6_pqt!19sChIJLTUQ140TK4cRMOrSU3he6j8?authuser=0&hl=en&rclk=1,,,,,,,,,
,,Litchfield Auto Repair,,Goodyear,AZ,+1 623-882-8700,http://www.litchfieldauto.net/,,,,,google-maps_bar,https://www.google.com/maps/place/Litchfield+Auto+Repair/data=!4m7!3m6!1s0x872b38c0c0af829b:0xbc5bd33f01c5bb63!8m2!3d33.4539523!4d-112.3528854!16s%2Fg%2F1hhmbfll2!19sChIJm4KvwMA4K4cRY7vFAT_TW7w?authuser=0&hl=en&rclk=1,,,,,,,,,
,,Amc Automotive,,Phoenix,AZ,+1 602-769-8555,http://amcautomotive.com/,,,,,google-maps_bar,https://www.google.com/maps/place/Amc+Automotive/data=!4m7!3m6!1s0x872b129bcd4f85a1:0xc472a81f9a2b89a6!8m2!3d33.5048492!4d-112.056454!16s%2Fg%2F1hhxvm_l1!19sChIJoYVPzZsSK4cRpokrmh-ocsQ?authuser=0&hl=en&rclk=1,,,,,,,,,
,,Half Price Auto Repair & Performance,,Phoenix,AZ,+1 623-848-1970,https://hpautorepair.com/,,,,,google-maps_bar,https://www.google.com/maps/place/Half+Price+Auto+Repair+%26+Performance/data=!4m7!3m6!1s0x872b15308c5f5169:0xeaf5ccb3d8369a10!8m2!3d33.4943104!4d-112.2168937!16s%2Fg%2F1td6sptx!19sChIJaVFfjDAVK4cREJo22LPM9eo?authuser=0&hl=en&rclk=1,,,,,,,,,
,,25th Street Automotive,,Phoenix,AZ,+1 602-955-2637,http://www.25thstreetautomotive.com/,,,,,google-maps_bar,https://www.google.com/maps/place/25th+Street+Automotive/data=!4m7!3m6!1s0x872b0d758c94a3b7:0x203408dcbe3aa08a!8m2!3d33.4954507!4d-112.028313!16s%2Fg%2F1tdcgv4_!19sChIJt6OUjHUNK4cRiqA6vtwINCA?authuser=0&hl=en&rclk=1,,,,,,,,,
,,"THE BEST 10 AUTO REPAIR in PHOENIX, AZ",,,,,https://www.yelp.com/search?cflt=autorepair&find_loc=Phoenix%2C+AZ,,,,,ddg_yelp,,,,,,,,,,
,,"10 Best Phoenix, AZ Auto Repair Shops | Mechanic Advisor",,,,,https://www.mechanicadvisor.com/az/phoenix/auto-repair,,,,,ddg_organic,,,,,,,,,,
,,"10 Best Auto Repair in Phoenix, AZ - PreferredMechanic",,,,,https://preferredmechanic.com/auto-repair-shops/phoenix-maricopa-az/,,,,,ddg_organic,,,,,,,,,,
,,"Auto Repair Service in Phoenix, AZ - The Real Yellow Pages",,,,,https://www.yellowpages.com/phoenix-az/auto-repair-service,,,,,ddg_yellowpages,,,,,,,,,,
,,Best Auto Repair Shops in Phoenix Arizona and Maricopa County,,,,6024827100,https://bumpertobumperradio.com/phoenix-az-auto-repair-shops,,,,,ddg_organic,,,,,,,,,,
,,"3 Best Car Repair Shops in Phoenix, AZ - ThreeBestRated.com",,,,,https://threebestrated.com/car-repair-shops-in-phoenix-az,,,,,ddg_organic,,,,,,,,,,
,,"Phoenix Auto Repair - The Auto Shop in Phoenix, AZ",,,,,https://phoenixautoshop.com/,,,,,ddg_organic,,,,,,,,,,
,,Auto Repair Shops - Phoenix AZ | Approved Auto Repair Facilities - AAA,,,,,https://www.aaa.com/autorepair/locations/Phoenix-AZ,,,,,ddg_organic,,,,,,,,,,
,,Auto Repair in Phoenix | Auto Mechanics | Bryden Auto Repair,,,,,https://www.brydensauto.com/,,,,,ddg_organic,,,,,,,,,,
,,"Best Auto Repair Shops in Phoenix, AZ",,,,,https://autorepairscore.com/az/phoenix,,,,,ddg_organic,,,,,,,Landscaping,,,
